lambda_gram,embedding
valid counts quantizer power,011111001010000110110100010111001011010101110111
counts quantizer power measurement,000110110100010111001011010101110111010001100100
quantizer power measurement data,010111001011010101110111010001100100000111010101
power measurement data filter,010101110111010001100100000111010101001011000001
measurement data filter parameters,010001100100000111010101001011000001010100100011
data filter parameters frequency,000111010101001011000001010100100011001011110010
filter parameters frequency shift,001011000001010100100011001011110010011010100001
parameters frequency shift parameters,010100100011001011110010011010100001010100100011
frequency shift parameters windowing,001011110010011010100001010100100011100000001101
shift parameters windowing parameters,011010100001010100100011100000001101010100100011
parameters windowing parameters observational,010100100011100000001101010100100011010011011010
windowing parameters observational mode,100000001101010100100011010011011010010010001011
parameters observational mode the,010100100011010011011010010010001011011101001111
observational mode the be,010011011010010010001011011101001111000011010010
mode the be shall,010010001011011101001111000011010010011010011101
receive via mc data,010111101011011111011010010001011111000111010101
via mc data and,011111011010010001011111000111010101000001110010
mc data and parameters,010001011111000111010101000001110010010100100011
data and parameters specific,000111010101000001110010010100100011011011010001
and parameters specific to,000001110010010100100011011011010001011101100101
parameters specific to the,010100100011011011010001011101100101011101001111
specific to the current,011011010001011101100101011101001111000111000111
to the current evla,011101100101011101001111000111000111001010001100
the current evla observational,011101001111000111000111001010001100010011011010
current evla observational mode,000111000111001010001100010011011010010010001011
evla observational mode needed,001010001100010011011010010010001011010010110110
observational mode needed for,010011011010010010001011010010110110001011011100
mode needed for processing,010010001011010010110110001011011100010110100010
needed for processing the,010010110110001011011100010110100010011101001111
for processing the correlator,001011011100010110100010011101001111000110101101
processing the correlator lag,010110100010011101001111000110101101001111111000
the correlator lag values,011101001111000110101101001111111000011111001111
correlator lag values metadata,000110101101001111111000011111001111010001111000
lag values metadata the,001111111000011111001111010001111000011101001111
values metadata the be,011111001111010001111000011101001111000011010010
metadata the be shall,010001111000011101001111000011010010011010011101
receive via mc all,010111101011011111011010010001011111000001011100
via mc all metadata,011111011010010001011111000001011100010001111000
mc all metadata necessary,010001011111000001011100010001111000010010110100
all metadata necessary to,000001011100010001111000010010110100011101100101
metadata necessary to format,010001111000010010110100011101100101001011011111
necessary to format be,010010110100011101100101001011011111000011010010
to format be results,011101100101001011011111000011010010011001000100
format be results for,001011011111000011010010011001000100001011011100
be results for delivery,000011010010011001000100001011011100000111101101
results for delivery to,011001000100001011011100000111101101011101100101
for delivery to the,001011011100000111101101011101100101011101001111
delivery to the ee,000111101101011101100101011101001111001001010000
to the ee operational,011101100101011101001111001001010000010011111011
the ee operational status,011101001111001001010000010011111011011011110100
ee operational status and,001001010000010011111011011011110100000001110010
this includes lag frame,011101011011001110000000001111111000001011101010
includes lag frame destination,001110000000001111111000001011101010001000000011
lag frame destination addresses,001111111000001011101010001000000011000000111100
frame destination addresses and,001011101010001000000011000000111100000001110010
destination addresses and address,001000000011000000111100000001110010000000111011
addresses and address changes,000000111100000001110010000000111011000100101100
and address changes error,000001110010000000111011000100101100001001111111
address changes error and,000000111011000100101100001001111111000001110010
changes error and warning,000100101100001001111111000001110010011111101101
error and warning the,001001111111000001110010011111101101011101001111
and warning the be,000001110010011111101101011101001111000011010010
warning the be shall,011111101101011101001111000011010010011010011101
the be shall provide,011101001111000011010010011010011101010110111111
be shall provide error,000011010010011010011101010110111111001001111111
shall provide error and,011010011101010110111111001001111111000001110010
provide error and warning,010110111111001001111111000001110010011111101101
error and warning reports,001001111111000001110010011111101101011000100001
and warning reports to,000001110010011111101101011000100001011101100101
warning reports to mc,011111101101011000100001011101100101010001011111
reports to mc as,011000100001011101100101010001011111000010010111
to mc as operating,011101100101010001011111000010010111010011111001
mc as operating conditions,010001011111000010010111010011111001000101111001
as operating conditions warrant,000010010111010011111001000101111001011111101110
operating conditions warrant debugtest,010011111001000101111001011111101110000111011110
conditions warrant debugtest messages,000101111001011111101110000111011110010001110110
warrant debugtest messages the,011111101110000111011110010001110110011101001111
debugtest messages the be,000111011110010001110110011101001111000011010010
messages the be shall,010001110110011101001111000011010010011010011101
be shall provide several,000011010010011010011101010110111111011010011100
shall provide several optionally,011010011101010110111111011010011100010100000000
provide several optionally selectable,010110111111011010011100010100000000011010000010
several optionally selectable levels,011010011100010100000000011010000010010000010011
optionally selectable levels of,010100000000011010000010010000010011010011100010
selectable levels of printed,011010000010010000010011010011100010010110010010
levels of printed messages,010000010011010011100010010110010010010001110110
of printed messages detailing,010011100010010110010010010001110110001000000101
printed messages detailing operational,010110010010010001110110001000000101010011111011
messages detailing operational parameters,010001110110001000000101010011111011010100100011
detailing operational parameters at,001000000101010011111011010100100011000010100101
operational parameters at critical,010011111011010100100011000010100101000111000011
parameters at critical locations,010100100011000010100101000111000011010000101010
at critical locations in,000010100101000111000011010000101010001101111011
critical locations in the,000111000011010000101010001101111011011101001111
locations in the system,010000101010001101111011011101001111011100101011
formatted output the be,001011100001010100001111011101001111000011010010
output the be shall,010100001111011101001111000011010010011010011101
the be shall deliver,011101001111000011010010011010011101000111101011
be shall deliver formatted,000011010010011010011101000111101011001011100001
shall deliver formatted final,011010011101000111101011001011100001001011000011
deliver formatted final results,000111101011001011100001001011000011011001000100
formatted final results to,001011100001001011000011011001000100011101100101
final results to the,001011000011011001000100011101100101011101001111
results to the ee,011001000100011101100101011101001111001001010000
to the ee system,011101100101011101001111001001010000011100101011
the be shall produce,011101001111000011010010011010011101010110100101
be shall produce all,000011010010011010011101010110100101000001011100
shall produce all data,011010011101010110100101000001011100000111010101
produce all data needed,010110100101000001011100000111010101010010110110
all data needed by,000001011100000111010101010010110110000100000011
data needed by the,000111010101010010110110000100000011011101001111
needed by the ee,010010110110000100000011011101001111001001010000
by the ee system,000100000011011101001111001001010000011100101011
the ee system for,011101001111001001010000011100101011001011011100
ee system for archiving,001001010000011100101011001011011100000010001111
system for archiving and,011100101011001011011100000010001111000001110010
for archiving and further,001011011100000010001111000001110010001100000110
archiving and further processing,000010001111000001110010001100000110010110100010
the output is currently,011101001111010100001111001111010100000111001000
output is currently expected,010100001111001111010100000111001000001010011101
is currently expected to,001111010100000111001000001010011101011101100101
currently expected to be,000111001000001010011101011101100101000011010010
expected to be in,001010011101011101100101000011010010001101111011
to be in a,011101100101000011010010001101111011000000000000
be in a form,000011010010001101111011000000000000001011011110
in a form compatible,001101111011000000000000001011011110000101100001
a form compatible with,000000000000001011011110000101100001100000010001
form compatible with aips,001011011110000101100001100000010001000001010111
compatible with aips measurement,000101100001100000010001000001010111010001100100
with aips measurement sets,100000010001000001010111010001100100011010011011
monitor and control system,010010010011000001110010000110011101011100101011
and control system the,000001110010000110011101011100101011011101001111
control system the be,000110011101011100101011011101001111000011010010
system the be shall,011100101011011101001111000011010010011010011101
the be shall acknowledge,011101001111000011010010011010011101000000100000
be shall acknowledge receipt,000011010010011010011101000000100000010111101010
shall acknowledge receipt of,011010011101000000100000010111101010010011100010
acknowledge receipt of all,000000100000010111101010010011100010000001011100
receipt of all data,010111101010010011100010000001011100000111010101
of all data received,010011100010000001011100000111010101010111101100
all data received from,000001011100000111010101010111101100001011111001
data received from mc,000111010101010111101100001011111001010001011111
received from mc correlator,010111101100001011111001010001011111000110101101
from mc correlator system,001011111001010001011111000110101101011100101011
mc correlator system the,010001011111000110101101011100101011011101001111
correlator system the be,000110101101011100101011011101001111000011010010
the be shall notify,011101001111000011010010011010011101010011010101
be shall notify mc,000011010010011010011101010011010101010001011111
shall notify mc of,011010011101010011010101010001011111010011100010
notify mc of any,010011010101010001011111010011100010000001110111
mc of any detected,010001011111010011100010000001110111001000000111
of any detected interruptions,010011100010000001110111001000000111001111000100
any detected interruptions of,000001110111001000000111001111000100010011100010
detected interruptions of data,001000000111001111000100010011100010000111010101
interruptions of data delivery,001111000100010011100010000111010101000111101101
of data delivery from,010011100010000111010101000111101101001011111001
data delivery from the,000111010101000111101101001011111001011101001111
delivery from the correlator,000111101101001011111001011101001111000110101101
from the correlator ee,001011111001011101001111000110101101001001010000
the correlator ee the,011101001111000110101101001001010000011101001111
correlator ee the be,000110101101001001010000011101001111000011010010
ee the be shall,001001010000011101001111000011010010011010011101
the be shall verify,011101001111000011010010011010011101011111010101
be shall verify successful,000011010010011010011101011111010101011100010011
shall verify successful delivery,011010011101011111010101011100010011000111101101
verify successful delivery of,011111010101011100010011000111101101010011100010
successful delivery of output,011100010011000111101101010011100010010100001111
delivery of output to,000111101101010011100010010100001111011101100101
of output to the,010011100010010100001111011101100101011101001111
output to the ee,010100001111011101100101011101001111001001010000
to the ee internal,011101100101011101001111001001010000001110111101
the ee internal data,011101001111001001010000001110111101000111010101
ee internal data the,001001010000001110111101000111010101011101001111
internal data the be,001110111101000111010101011101001111000011010010
data the be shall,000111010101011101001111000011010010011010011101
the be shall guarantee,011101001111000011010010011010011101001100100011
be shall guarantee safe,000011010010011010011101001100100011011001011110
shall guarantee safe delivery,011010011101001100100011011001011110000111101101
guarantee safe delivery of,001100100011011001011110000111101101010011100010
safe delivery of all,011001011110000111101101010011100010000001011100
delivery of all internal,000111101101010011100010000001011100001110111101
of all internal messages,010011100010000001011100001110111101010001110110
all internal messages lag,000001011100001110111101010001110110001111111000
internal messages lag frames,001110111101010001110110001111111000001011101100
messages lag frames the,010001110110001111111000001011101100011101001111
lag frames the be,001111111000001011101100011101001111000011010010
frames the be shall,001011101100011101001111000011010010011010011101
the be shall be,011101001111000011010010011010011101000011010010
be shall be able,000011010010011010011101000011010010000000000011
shall be able to,011010011101000011010010000000000011011101100101
be able to handle,000011010010000000000011011101100101001100101100
able to handle lag,000000000011011101100101001100101100001111111000
to handle lag frames,011101100101001100101100001111111000001011101100
handle lag frames of,001100101100001111111000001011101100010011100010
lag frames of less,001111111000001011101100010011100010010000010000
frames of less than,001011101100010011100010010000010000011101001101
of less than values,010011100010010000010000011101001101011111001111
less than values lag,010000010000011101001101011111001111001111111000
than values lag sets,011101001101011111001111001111111000011010011011
values lag sets the,011111001111001111111000011010011011011101001111
lag sets the be,001111111000011010011011011101001111000011010010
sets the be shall,011010011011011101001111000011010010011010011101
to handle lag sets,011101100101001100101100001111111000011010011011
handle lag sets up,001100101100001111111000011010011011011110101100
lag sets up to,001111111000011010011011011110101100011101100101
sets up to a,011010011011011110101100011101100101000000000000
up to a maximum,011110101100011101100101000000000000010001011101
to a maximum size,011101100101000000000000010001011101011010111011
a maximum size of,000000000000010001011101011010111011010011100010
maximum size of value,010001011101011010111011010011100010011111001110
data receive the be,000111010101010111101011011101001111000011010010
receive the be shall,010111101011011101001111000011010010011010011101
be shall receive incoming,000011010010011010011101010111101011001110000010
shall receive incoming data,011010011101010111101011001110000010000111010101
receive incoming data packets,010111101011001110000010000111010101010100011100
incoming data packets from,001110000010000111010101010100011100001011111001
data packets from the,000111010101010100011100001011111001011101001111
packets from the correlator,010100011100001011111001011101001111000110101101
from the correlator to,001011111001011101001111000110101101011101100101
the correlator to backend,011101001111000110101101011101100101000011000101
correlator to backend network,000110101101011101100101000011000101010010111011
to backend network interface,011101100101000011000101010010111011001110111010
this network is a,011101011011010010111011001111010100000000000000
network is a part,010010111011001111010100000000000000010100100101
is a part of,001111010100000000000000010100100101010011100010
a part of the,000000000000010100100101010011100010011101001111
part of the be,010100100101010011100010011101001111000011010010
of the be system,010011100010011101001111000011010010011100101011
the be system verify,011101001111000011010010011100101011011111010101
be system verify receive,000011010010011100101011011111010101010111101011
system verify receive the,011100101011011111010101010111101011011101001111
verify receive the be,011111010101010111101011011101001111000011010010
be shall verify the,000011010010011010011101011111010101011101001111
shall verify the successful,011010011101011111010101011101001111011100010011
verify the successful receipt,011111010101011101001111011100010011010111101010
the successful receipt of,011101001111011100010011010111101010010011100010
successful receipt of incoming,011100010011010111101010010011100010001110000010
receipt of incoming data,010111101010010011100010001110000010000111010101
of incoming data from,010011100010001110000010000111010101001011111001
incoming data from the,001110000010000111010101001011111001011101001111
data from the correlator,000111010101001011111001011101001111000110101101
this includes checking for,011101011011001110000000000100110100001011011100
includes checking for receive,001110000000000100110100001011011100010111101011
checking for receive errors,000100110100001011011100010111101011001010000000
for receive errors and,001011011100010111101011001010000000000001110010
receive errors and determining,010111101011001010000000000001110010001000001011
errors and determining that,001010000000000001110010001000001011011101001110
and determining that all,000001110010001000001011011101001110000001011100
determining that all expected,001000001011011101001110000001011100001010011101
that all expected data,011101001110000001011100001010011101000111010101
all expected data was,000001011100001010011101000111010101011111101111
expected data was received,001010011101000111010101011111101111010111101100
data was received accumulation,000111010101011111101111010111101100000000011010
was received accumulation of,011111101111010111101100000000011010010011100010
received accumulation of error,010111101100000000011010010011100010001001111111
accumulation of error statistics,000000011010010011100010001001111111011011110011
of error statistics and,010011100010001001111111011011110011000001110010
error statistics and comparison,001001111111011011110011000001110010000101011110
statistics and comparison against,011011110011000001110010000101011110000001010001
and comparison against tolerances,000001110010000101011110000001010001011101101001
comparison against tolerances and,000101011110000001010001011101101001000001110010
against tolerances and reporting,000001010001011101101001000001110010011000100000
tolerances and reporting of,011101101001000001110010011000100000010011100010
and reporting of all,000001110010011000100000010011100010000001011100
reporting of all out,011000100000010011100010000001011100010100001101
of all out of,010011100010000001011100010100001101010011100010
all out of tolerance,000001011100010100001101010011100010011101101000
out of tolerance conditions,010100001101010011100010011101101000000101111001
of tolerance conditions input,010011100010011101101000000101111001001110100000
tolerance conditions input data,011101101000000101111001001110100000000111010101
conditions input data management,000101111001001110100000000111010101010001001110
input data management the,001110100000000111010101010001001110011101001111
data management the be,000111010101010001001110011101001111000011010010
management the be shall,010001001110011101001111000011010010011010011101
the be shall store,011101001111000011010010011010011101011011111101
be shall store input,000011010010011010011101011011111101001110100000
shall store input data,011010011101011011111101001110100000000111010101
store input data records,011011111101001110100000000111010101010111111000
input data records in,001110100000000111010101010111111000001101111011
data records in a,000111010101010111111000001101111011000000000000
records in a memory,010111111000001101111011000000000000010001101111
in a memory buffer,001101111011000000000000010001101111000011111010
a memory buffer and,000000000000010001101111000011111010000001110010
memory buffer and track,010001101111000011111010000001110010011101110001
buffer and track buffer,000011111010000001110010011101110001000011111010
and track buffer locations,000001110010011101110001000011111010010000101010
track buffer locations of,011101110001000011111010010000101010010011100010
buffer locations of all,000011111010010000101010010011100010000001011100
locations of all input,010000101010010011100010000001011100001110100000
of all input data,010011100010000001011100001110100000000111010101
all input data until,000001011100001110100000000111010101011110101001
input data until data,001110100000000111010101011110101001000111010101
data until data processing,000111010101011110101001000111010101010110100010
until data processing is,011110101001000111010101010110100010001111010100
data processing is complete,000111010101010110100010001111010100000101100110
report any buffer overflow,011000011110000001110111000011111010010100010011
any buffer overflow conditions,000001110111000011111010010100010011000101111001
buffer overflow conditions processing,000011111010010100010011000101111001010110100010
overflow conditions processing management,010100010011000101111001010110100010010001001110
conditions processing management the,000101111001010110100010010001001110011101001111
processing management the be,010110100010010001001110011101001111000011010010
the be shall respond,011101001111000011010010011010011101011000111001
be shall respond to,000011010010011010011101011000111001011101100101
shall respond to incoming,011010011101011000111001011101100101001110000010
respond to incoming correlator,011000111001011101100101001110000010000110101101
to incoming correlator mode,011101100101001110000010000110101101010010001011
incoming correlator mode changes,001110000010000110101101010010001011000100101100
correlator mode changes user,000110101101010010001011000100101100011110111001
mode changes user optional,010010001011000100101100011110111001010011111111
changes user optional processing,000100101100011110111001010011111111010110100010
user optional processing sequence,011110111001010011111111010110100010011010010001
optional processing sequence andor,010011111111010110100010011010010001000001110011
processing sequence andor parameter,010110100010011010010001000001110011010100100010
sequence andor parameter changes,011010010001000001110011010100100010000100101100
andor parameter changes and,000001110011010100100010000100101100000001110010
parameter changes and other,010100100010000100101100000001110010010100001011
changes and other external,000100101100000001110010010100001011001010100111
and other external inputs,000001110010010100001011001010100111001110100001
other external inputs that,010100001011001010100111001110100001011101001110
external inputs that affect,001010100111001110100001011101001110000001001100
inputs that affect the,001110100001011101001110000001001100011101001111
that affect the data,011101001110000001001100011101001111000111010101
affect the data processing,000001001100011101001111000111010101010110100010
the data processing pipeline,011101001111000111010101010110100010010101010101
update internal parameter tables,011110101101001110111101010100100010011100110000
internal parameter tables and,001110111101010100100010011100110000000001110010
parameter tables and synchronize,010100100010011100110000000001110010011100101010
tables and synchronize data,011100110000000001110010011100101010000111010101
and synchronize data processing,000001110010011100101010000111010101010110100010
synchronize data processing pipeline,011100101010000111010101010110100010010101010101
data processing pipeline evla,000111010101010110100010010101010101001010001100
processing pipeline evla operations,010110100010010101010101001010001100010011111100
pipeline evla operations system,010101010101001010001100010011111100011100101011
evla operations system srs,001010001100010011111100011100101011011011100000
operations system srs with,010011111100011100101011011011100000100000010001
system srs with new,011100101011011011100000100000010001010010111110
srs with new operational,011011100000100000010001010010111110010011111011
with new operational conditions,100000010001010010111110010011111011000101111001
new operational conditions time,010010111110010011111011000101111001011101100001
operational conditions time series,010011111011000101111001011101100001011010010011
conditions time series assembly,000101111001011101100001011010010011000010011100
time series assembly the,011101100001011010010011000010011100011101001111
series assembly the be,011010010011000010011100011101001111000011010010
assembly the be shall,000010011100011101001111000011010010011010011101
the be shall assemble,011101001111000011010010011010011101000010011011
be shall assemble the,000011010010011010011101000010011011011101001111
shall assemble the received,011010011101000010011011011101001111010111101100
assemble the received input,000010011011011101001111010111101100001110100000
the received input data,011101001111010111101100001110100000000111010101
received input data into,010111101100001110100000000111010101001111000111
input data into continuous,001110100000000111010101001111000111000110011100
data into continuous time,000111010101001111000111000110011100011101100001
into continuous time series,001111000111000110011100011101100001011010010011
continuous time series lag,000110011100011101100001011010010011001111111000
time series lag sets,011101100001011010010011001111111000011010011011
series lag sets data,011010010011001111111000011010011011000111010101
lag sets data integrity,001111111000011010011011000111010101001110101100
sets data integrity verification,011010011011000111010101001110101100011111010100
data integrity verification the,000111010101001110101100011111010100011101001111
integrity verification the be,001110101100011111010100011101001111000011010010
verification the be shall,011111010100011101001111000011010010011010011101
the be shall ensure,011101001111000011010010011010011101001001110010
be shall ensure that,000011010010011010011101001001110010011101001110
shall ensure that time,011010011101001001110010011101001110011101100001
ensure that time series,001001110010011101001110011101100001011010010011
that time series data,011101001110011101100001011010010011000111010101
time series data is,011101100001011010010011000111010101001111010100
series data is correctly,011010010011000111010101001111010100000110101001
data is correctly ordered,000111010101001111010100000110101001010100000100
is correctly ordered and,001111010100000110101001010100000100000001110010
correctly ordered and contains,000110101001010100000100000001110010000110010110
ordered and contains valid,010100000100000001110010000110010110011111001010
and contains valid data,000001110010000110010110011111001010000111010101
contains valid data values,000110010110011111001010000111010101011111001111
valid data values along,011111001010000111010101011111001111000001100100
data values along its,000111010101011111001111000001100100001111011111
values along its entire,011111001111000001100100001111011111001001110110
along its entire extent,000001100100001111011111001001110110001010100110
compare against tolerances and,000101011100000001010001011101101001000001110010
against tolerances and report,000001010001011101101001000001110010011000011110
tolerances and report all,011101101001000001110010011000011110000001011100
and report all out,000001110010011000011110000001011100010100001101
report all out of,011000011110000001011100010100001101010011100010
of tolerance conditions data,010011100010011101101000000101111001000111010101
tolerance conditions data invalid,011101101000000101111001000111010101001111001010
conditions data invalid the,000101111001000111010101001111001010011101001111
data invalid the be,000111010101001111001010011101001111000011010010
invalid the be shall,001111001010011101001111000011010010011010011101
the be shall replace,011101001111000011010010011010011101011000010110
be shall replace all,000011010010011010011101011000010110000001011100
shall replace all invalid,011010011101011000010110000001011100001111001010
replace all invalid data,011000010110000001011100001111001010000111010101
all invalid data with,000001011100001111001010000111010101100000010001
invalid data with zero,001111001010000111010101100000010001100000100101
data with zero values,000111010101100000010001100000100101011111001111
with zero values data,100000010001100000100101011111001111000111010101
zero values data invalid,100000100101011111001111000111010101001111001010
values data invalid count,011111001111000111010101001111001010000110110010
data invalid count the,000111010101001111001010000110110010011101001111
invalid count the be,001111001010000110110010011101001111000011010010
count the be shall,000110110010011101001111000011010010011010011101
the be shall keep,011101001111000011010010011010011101001111101010
be shall keep track,000011010010011010011101001111101010011101110001
shall keep track of,011010011101001111101010011101110001010011100010
keep track of data,001111101010011101110001010011100010000111010101
track of data invalids,011101110001010011100010000111010101001111001011
of data invalids normalization,010011100010000111010101001111001011010011001110
data invalids normalization the,000111010101001111001011010011001110011101001111
invalids normalization the be,001111001011010011001110011101001111000011010010
normalization the be shall,010011001110011101001111000011010010011010011101
be able to apply,000011010010000000000011011101100101000010000101
able to apply normalizations,000000000011011101100101000010000101010011001111
to apply normalizations based,011101100101000010000101010011001111000011001101
apply normalizations based on,000010000101010011001111000011001101010011101100
normalizations based on reported,010011001111000011001101010011101100011000011111
based on reported data,000011001101010011101100011000011111000111010101
on reported data invalid,010011101100011000011111000111010101001111001010
reported data invalid counts,011000011111000111010101001111001010000110110100
data invalid counts coarse,000111010101001111001010000110110100000101000101
invalid counts coarse quantization,001111001010000110110100000101000101010111001010
counts coarse quantization correction,000110110100000101000101010111001010000110100111
coarse quantization correction the,000101000101010111001010000110100111011101001111
quantization correction the be,010111001010000110100111011101001111000011010010
correction the be shall,000110100111011101001111000011010010011010011101
able to apply corrections,000000000011011101100101000010000101000110101000
to apply corrections based,011101100101000010000101000110101000000011001101
apply corrections based on,000010000101000110101000000011001101010011101100
corrections based on state,000110101000000011001101010011101100011011101101
based on state count,000011001101010011101100011011101101000110110010
on state count andor,010011101100011011101101000110110010000001110011
state count andor quantizer,011011101101000110110010000001110011010111001011
count andor quantizer power,000110110010000001110011010111001011010101110111
andor quantizer power measurement,000001110011010111001011010101110111010001100100
this is the vanvleck,011101011011001111010100011101001111011111010000
is the vanvleck correction,001111010100011101001111011111010000000110100111
the vanvleck correction time,011101001111011111010000000110100111011101100001
vanvleck correction time stamp,011111010000000110100111011101100001011011100100
correction time stamp adjustment,000110100111011101100001011011100100000000111111
time stamp adjustment the,011101100001011011100100000000111111011101001111
stamp adjustment the be,011011100100000000111111011101001111000011010010
adjustment the be shall,000000111111011101001111000011010010011010011101
be able to make,000011010010000000000011011101100101010001000110
able to make time,000000000011011101100101010001000110011101100001
to make time stamp,011101100101010001000110011101100001011011100100
make time stamp adjustments,010001000110011101100001011011100100000001000000
time stamp adjustments as,011101100001011011100100000001000000000010010111
stamp adjustments as required,011011100100000001000000000010010111011000101000
adjustments as required by,000001000000000010010111011000101000000100000011
as required by the,000010010111011000101000000100000011011101001111
required by the observational,011000101000000100000011011101001111010011011010
by the observational mode,000100000011011101001111010011011010010010001011
the observational mode and,011101001111010011011010010010001011000001110010
observational mode and correlator,010011011010010010001011000001110010000110101101
mode and correlator output,010010001011000001110010000110101101010100001111
and correlator output parameters,000001110010000110101101010100001111010100100011
this arise when recirculation,011101011011000010010011011111111111010111101111
arise when recirculation is,000010010011011111111111010111101111001111010100
when recirculation is used,011111111111010111101111001111010100011110110111
recirculation is used windowing,010111101111001111010100011110110111100000001101
is used windowing the,001111010100011110110111100000001101011101001111
used windowing the be,011110110111100000001101011101001111000011010010
windowing the be shall,100000001101011101001111000011010010011010011101
be able to perform,000011010010000000000011011101100101010100111110
able to perform windowing,000000000011011101100101010100111110100000001101
to perform windowing operations,011101100101010100111110100000001101010011111100
perform windowing operations prior,010100111110100000001101010011111100010110010101
windowing operations prior and,100000001101010011111100010110010101000001110010
operations prior and subsequent,010011111100010110010101000001110010011100010001
prior and subsequent to,010110010101000001110010011100010001011101100101
and subsequent to fourier,000001110010011100010001011101100101001011101001
subsequent to fourier transform,011100010001011101100101001011101001011101111001
this will be needed,011101011011100000001011000011010010010010110110
will be needed for,100000001011000011010010010010110110001011011100
be needed for narrow,000011010010010010110110001011011100010010101100
needed for narrow band,010010110110001011011100010010101100000011001000
for narrow band rfi,001011011100010010101100000011001000011001010000
narrow band rfi mitigation,010010101100000011001000011001010000010010001000
post fourier transform windowing,010101110000001011101001011101111001100000001101
fourier transform windowing will,001011101001011101111001100000001101100000001011
transform windowing will be,011101111001100000001101100000001011000011010010
windowing will be applied,100000001101100000001011000011010010000010000100
will be applied as,100000001011000011010010000010000100000010010111
be applied as a,000011010010000010000100000010010111000000000000
applied as a convolution,000010000100000010010111000000000000000110100011
as a convolution time,000010010111000000000000000110100011011101100001
a convolution time domain,000000000000000110100011011101100001001000110100
convolution time domain processing,000110100011011101100001001000110100010110100010
time domain processing the,011101100001001000110100010110100010011101001111
domain processing the be,001000110100010110100010011101001111000011010010
processing the be shall,010110100010011101001111000011010010011010011101
able to apply user,000000000011011101100101000010000101011110111001
to apply user selected,011101100101000010000101011110111001011010000011
apply user selected time,000010000101011110111001011010000011011101100001
user selected time domain,011110111001011010000011011101100001001000110100
selected time domain processes,011010000011011101100001001000110100010110100001
these processes should be,011101011000010110100001011010100101000011010010
processes should be constructed,010110100001011010100101000011010010000110010001
should be constructed to,011010100101000011010010000110010001011101100101
be constructed to be,000011010010000110010001011101100101000011010010
constructed to be chainable,000110010001011101100101000011010010000100101001
to be chainable output,011101100101000011010010000100101001010100001111
be chainable output of,000011010010000100101001010100001111010011100010
chainable output of any,000100101001010100001111010011100010000001110111
output of any time,010100001111010011100010000001110111011101100001
of any time domain,010011100010000001110111011101100001001000110100
any time domain process,000001110111011101100001001000110100010110011111
time domain process can,011101100001001000110100010110011111000100001011
domain process can be,001000110100010110011111000100001011000011010010
process can be piped,010110011111000100001011000011010010010101010100
can be piped to,000100001011000011010010010101010100011101100101
be piped to input,000011010010010101010100011101100101001110100000
piped to input of,010101010100011101100101001110100000010011100010
to input of any,011101100101001110100000010011100010000001110111
input of any other,001110100000010011100010000001110111010100001011
of any other including,010011100010000001110111010100001011001110000001
any other including replica,000001110111010100001011001110000001011000011010
other including replica of,010100001011001110000001011000011010010011100010
including replica of self,001110000001011000011010010011100010011010000110
replica of self and,011000011010010011100010011010000110000001110010
of self and fourier,010011100010011010000110000001110010001011101001
self and fourier transform,011010000110000001110010001011101001011101111001
and fourier transform and,000001110010001011101001011101111001000001110010
fourier transform and repeatable,001011101001011101111001000001110010011000010101
transform and repeatable in,011101111001000001110010011000010101001101111011
