lambda_gram,embedding
minuto después extraterrestr aún,0110110001100001100111010001000111011000001001011100
hijo mayor saber guardar,0101010100111011010011000110010011101100101000011111
aquel playa oer hablar,0000110010110100000000101101110100001010101001001001
acordado tras conversar buen,0000001100100101001000010000101000011100001011101100
poder llegar fiesta cielo,1000000100010011000111000101001001100100001111111101
mundo decir primero hada,0110111101001001011100101010000100011000101001010110
zapato excelente calidad ganar,1010110010101010001100011000011001011000100110101011
tirar borda contradecir palabra,1010000100011000101100000000100111111010111011110011
creer pasarir cosa terrible,0010101001010011110010110100101001101001010000000101
sandía crecer árbol menudo,1001010101000001010100011110101101011100110101011111
ser rán fredo gustar,1001011011110100100111000001001011100000101000110011
comparar amor especia común,0010001111000000010011000001000011000010010010011111
comenzar trabajo inmediato pagándoles,0010001100101101000110011001011011000100111011101011
echar menos cohete papel,0011100111010011010101100000100001101110111100001010
hablar extraño lobo lucir,0101001001001010001111001001100100101100110010101000
negro tirar niña niña,0111000101000101000010001101110001110010111000111001
poder escupir cualquiera cosa,1000000100010010000100110000101011010000010100110100
buen tiempo finalmente decir,0001011101100101000000110101001001111010010111001010
aburrida decidir hora explorar,0000000111000001011100100101010110000010100011011100
sapo arreglar escuchar palabra,1001010101101000011011111101000010000000111011110011
pueblo azteca seguir avanzar,1000011100010000100101010010010101111000001000110111
ir repartir tesoro emprender,0101110100100100011110001110100000010100011101111001
patito pequeño amarillo tampoco,0111101001011011111000011000001001000001001110111010
viajar menudo escribir roca,1010100111101011010101111101000001110011001001001000
presentar ofrecer él simpatía,1000001111010011101000100110101101100001001100001010
antiguo biblioteca ocultar peor,0000101010010000101001101101110011110000111101111110
elegir tmolo dio menor,0011101010101101000011000100110110000010110101010111
vez zapatero pobre vivir,1010100111100101011001010010000000110011010101101000
malvado sueño ser mayor,0110011101010100110111001110010110111100110100110001
casa madrín regalar perrito,0001110010111011001100111110001101101010111110100111
nacimiento celebrar gran fiesta,0111000001010000111011111101001111011110100100110010
comadrejar mucho gracias cultivar,0010001011001011011101100001001111011000010110001111
hamelín extraño flautista cumplido,0101001101000010001111001001001010010110010110010011
demá comprar libro vacío,0010111111101001001001000101100010100111010011011101
animal siempre alegre contento,0000101000101100101111011000000111011010010011101111
mejor querrías seguir ser,0110101000111100010010001110010101111001001011011110
aún niño tanto valiente,0001001011100011100011110110011101111001010011100100
detener embargo señor salcedir,0011010000101001110110001110010111011011001010001001
lago loco carrera tropezar,0110000001110011001001100000011100011011010010101001
líder cada bar vencedor,0110010111100000110001111100010011100011010100000110
cambiárselo cohete auténtico casa,0001101000100001000011011100010001100110001110010111
todo portada remedio abrir,1010000111001100000100010010001110101010000000101010
blanco aplauso grito ánimo,0001010101001000010111000001010000001011010110101101
pared habitación parecer ventana,0111100011000010100100000101111000101001010100011001
érar vez final cuento,1010110110010101010011110001001001111000010101111001
espada acabado decena ogro,0100001011010000000100000000101110000100111010001011
aquel ocasión primero momento,0000110010110011100111011010000100011000110110110111
solo figurito mal hecho,1001100111000010010011011101100110110110101001111101
todo cosa preparar nacimiento,1010000111001001010011010010000011100110111000001010
hablar importancia padr educación,0101001001001010110001110001110111001010011101000001
hermoso fruta olor dulce,0101010010010010010111111001110100111010011100100101
escuchar acercar él gritar,0100001000000000000101001110101101100000101000000011
acceder ayudar él luego,0000001001000000100100101010101101100000110010101100
encontrar enorme montón pieza,0011110010101001111100101001101110000010111111010011
caer suelo inmediato atrapado,0001100100001100110110111101011011000100001000011000
salcedo victimo accidente carretera,1001010001010101010100000100000010010110001110001111
habitación aunque niño dar,0101001000001000100010111001110001111010010110110100
momento percatar sucedido ser,0110110110111011111000011110011011010001001011011110
mercado ciudad vecino manera,0110101100001001000001011010100111111010110011111000
nika pesar ser sencillo,0111000110100011111011011010010110111101001011010000
trom hombre moreno barba,1010010100101010101011101001101110010010001001110010
bien alín morir curiosidad,0001010100000000010001011001101110010110010110011010
lamento triste final vencer,0110000010001101001001110001001001111001010100000111
importo suficiente traer yo,0101100100001100110111010110100011010011010110001000
arreglar cosa tanto divertido,0000110111111001010011010010011101111000011011110011
tras último victoria príncipe,1010010000100101011011111010101010000101000011011001
reino fichas blanco tanto,1000111001000010010010110000010101010011001110111100
nadie sustituido gran mago,0111000001110100111001100001001111011110110011011000
dar crédito ojo tortuga,0010110110100001010110010001110100100101010001011110
hacia rama árbol decir,0101001010100100010100010110101101011100010111001010
llegar luchar ninguno derrotado,0110001110001011001010011101110001101110011000001110
bebé hacer mantequilla azúcar,0001010001101010100100110001101000000110001001010111
alegre apenas necesitar ruleta,0000011101101000010110100001110001000011001001101000
pensar perdido estupendo oportunidad,0111101111100011111000101101000101011100111010110000
despertar fredo gato peluquero,0011001100101010010111000001001101101110111101110111
animal bosque ignorar palabra,0000101000101000101100011001010111111110111011110011
franco seguir volver casa,0100101101011100101011110010101011101010001110010111
encontrar forma devolver anillo,0011110010101010010101100000110100011100000101000100
llegar colín unir hermano,0110001110001001000101011010100110000100101010001111
tortuga cruzar meta perdido,1010001011110001010110001001101011011000111110001011
llegar vecino lágrima decir,0110001110001101001111110101100101101110010111001010
pie convertirir futbolista irrepetible,0111111001010001010001001001001100101010101110101001
árbol juanito manzana plantar,1010110101110010111101101001101000001101000000000011
punto terminar secundario juan,1000011111010101000000000010010101101100101111011000
mándalo componer ir caer,0110111111001001001000101001011101001000001100100001
pasta todo casa mundo,0111100110100101000011100100011100101110110111101001
malvado zepo rete noche,0110011101010101011001100010010000101010111001000001
deber llegar final camino,0010110111101011000111000101001001111000001101001100
volver despertar cada día,1010101110101001100110010100011000111110011100110110
vez anciano carpintero llamado,1010100111100000010011100000011100011000110001100110
nunca todo vida tanto,0111001011101101000011100110101010000111001110111100
invisible solo aquel ignorante,0101110011100100110011100000001100101100101011111110
siempre miedo acudir halloweir,1001011110110011010111011100000011100010101001100010
dudar ayudar él unir,0011100011011000100100101010101101100001010011000010
vietnam contar historia fortaleza,1010101001101001001110100001010101011010100101100000
frasco rebosante miel comenzar,0100101101101100010111001101101011110100010001100101
ratito aparecer allí rafael,1000101010110000010101111000001000001001000101000011
entonces hacer pasear aquí,0011111100011010100100110001111001011110000110010111
escenario proponer cambiárselo cohete,0100000100111100001100001000011010001000010000110111
pasar año volar calentar,0111100101100000100101101110101011100100001100101011
habitación posado mismo sirvient,0101001000001100000100101001101100111001001100011001
importar nuevo hogar albergar,0101100011111011100101101101010101100110000011011110
entonces zambullar río sacar,0011111100011101011000110010010011101001001010000001
cabo minuto niña llamado,0001100010110011011000110001110001110010110001100110
dueño conejo ir casar,0011100100100001001011001101011101001000001110011001
arrepiente hacer ir devolver,0000111000100010100100110001011101001000011010001110
poder fortaleza decir viento,1000000100010010010110000000101110010101010101001011
bajo tierra quedar él,0001001100010101000001001110001000100101010110110000
siempre haber dejar estudio,1001011110110010100011100000101111000010100010101100
navidad pasar constantemente lado,0111000011100011110010110000100110110010110000001000
flauta comenzar tocar él,0100101001010001000110010110100001101011010110110000
presumido sino suertuda ser,1000010000001100110001001110011011100101001011011110
fastidiar él especialmente fiesta,0100100010001101011011000001000011000110100100110010
diligencia zapato excelente calidad,0011010111001101011001010101000110001100001100101100
hornear maría acercar ventán,0101011000111011010010100100000010100111010100011111
muchísimos año orimón pícaro,0110111011100000100101101101110110000101000100001010
empezar gran guerra jesusitir,0011101110100010011110111101010001010010101111001001
huno odiar libro mundo,0101011101010011101000001101100010100110110111101001
playa oer hablar pinzasloca,1000000001011011101000010101010010010010111111101010
construir prisión minotauro decir,0010011011111100001001101001101100010110010111001010
hacer novio cabo año,0101001001100011100101010100011000101100001001011011
ofrecer compartir comida quetzalcóatl,0111010001001001000111100100100011011111000100100110
hacer tiempo araña anansi,0101001001100101000000110100001100110100000100110101
asno agotado llevar todo,0000111100011000001010110101100011111101010000111001
mismo forma solo cambiar,0110110011100010010101100010011001110000001100111111
problema creer tanto grave,1000010100000001010100101010011101111000100111111010
parecer maravilloso decidir perro,0111100010100011010001001100101110010010111110101000
escondite mil año resultar,0100000110100011011000000000010010110111001000010011
escultor troll solo necesitar,0100001001001101001010001110011001110000111000100001
herido caído trampa cazador,0101010001000000111011100010100011101000001110110101
varitar regalar pequeño patata,1010011110100100011011010101111100001100111101000111
tres vez invitación participar,1010010010100101010011110001011100111010111100100100
tanto bien elegido siempre,1001110111100000101010000000111010101001001011110110
lleno rabio envidia encadenar,0110001111000100010011110001000000000100011101111110
enseguida trampa tir correr,0011111010000101000111010010100000111000010100101001
pensar él bonito poquitín,0111101111100101011011000000010101111111000001000000
príncipe vivir isla desiertar,1000011011001101010110100001011101100000011001010101
decir lado perro ñasco,0010111001010011000000100001111101010001010110111001
quedar esperar mono pediría,1000100010010010000111001101101101110010111101011100
mayor reyes pisar tierra,0110100110001100100010101101111111100001010000010011
esperado graznido cada vez,0100001101111010011111110000011000111111010100111100
agujero rey mida oreja,0000011000011100100010101001101011101010111010110110
esmero cuidar semilla hacer,0100001010110001011000011110010110011100101001001100
embargo maría luisa solicitud,0011101100011011010010100101100101011101001100110011
obra llenar polvo suciedad,0111001101100011000111011010000001100011001101101010
nadie dar cuenta si,0111000001110001011011010000101011110001001011110001
frío juanito aceptar gracia,0100110000011010111101101000000010011110100111101010
rán fredo gustar tacto,1001001110000010010111000001010001100111001110101101
africano hombre habitar tierra,0000010100000010101011101001010010001011010000010011
ratón aún tanto valiente,1000101011111000100101110010011101111001010011100100
elefante comenzar pensar abandonar,0011101010001001000110010101111011111000000000010111
perecer suplicar comadreja dejar,0111110010011100111000110100100010110000010111100001
nadie conocer hombre llorar,0111000001110001001100010101010101110100110010001001
grumet tanto igual barba,0101000001101100111011110001011000000000001001110010
volar metro decena dragón,1010101110010011010111001000101110000100011100010111
deporte doctor recibir premio,0011000000011001101111111110001011111111000001100101
cosa nunca cómplice aquel,0010100110100011100101110100101101011100000110010110
todo forma insistir visir,1010000111001010010101100001011011100001010101011010
hacer muchísimos año orimón,0101001001100011011101110000010010110110111011000010
amam pareja cruzar camino,0000100011011011110001101000101011000100001101001100
cruzar río lobo traer,0010101100010100100111010001100100101101010001101001
estadio grande hechizo rebosar,0100010001010010011111000001010011111001000101110100
siguiente ocasión preparar plan,1001100000000011100111011010000011100110111111111011
tranquilamente ir bien cuanto,1010001110101010111010010000010101000000010101101010
palabra necesitar ser leer,0111011110011011100010000110010110111100110000110000
trabajo rendido fruto acá,1010001100110100011101101101001100000000000001110100
contagiarl miedo convertir él,0010011100111011010111011100101000100011010110110000
tigre asomar cabeza ventana,1010000010111000011110010000011000101001010100011001
después funeral fantasma zacaría,0011001110100010011001000001001000010101010110001011
cómo atrev insultar yo,0010110101100000100001111001011011110011010110001000
mercader avergonzado asustado voz,0110101100000000100011110000001111100101010101111101
pobrecita pensar final quedado,1000000011011011110111110001001001111001000100010001
acompañado hormiga rojo conocer,0000001011110010101100001010010010100000010011000101
trabajo mientras padre descansa,1010001100110011010111110001110111001100011000101001
taira lanzar hablar parar,1001110101111011000001011101010010010010111100010010
teatro inundar aplauso quitar,1001111001100010111000111100001011100001000100101110
haber suerte primero vez,0101000111000100110111000110000100011001010100111100
mayor jardín amor partir,0110100110001010111100000000001001100000111100101000
él día hoy comentar,1010110110000001110011011001010110100100010001100011
payaso permanecer esquina sala,0111101010010011111010001001000100001101001010001000
magia vaciar él completo,0110011010100101001101100110101101100000010010001000
ajeno ahora adelante condenado,0000011010101000001100100000000011110010010010101100
suficientemente resistente fabricar pértiga,1001101110110100100000000001000111101011000100001000
llegado atardecer llevar rebaño,0110001110000000100000000001100011111101000101110001
amiga tratar sacar él,0000100100111101001000100110010100000011010110110000
ara tigre llegar palacio,0000110011000101000001011101100011100010111011110101
ser coincidencia encontrar preparar,1001011011110001000011100000111100101011000001110011
asomar ventana ver jardín,0000111100100101010001100110101001000010101111000000
tanto vergüenza poner jersey,1001110111100101010010101110000001101110101111001000
ver caer papel pensar,1010100100001000110010000101111000010100111101111100
atrapar malvado zombi socio,0001000011001011001110101010101100110111001100100111
excusa perfecto esconder plátano,0100011001101011111001100001000001100011000000010110
traje elegante olvidar enterrar,1010001110001001110101001101110101000010011111011110
pasar allí recibir fuerte,0111100101100000010000010010001011111110100110000111
dejar caer pequeño piedra,0010111100001000110010000101111100001100111111001011
menos medio hora llamar,0110101011000011010100001001010110000010110001100111
mango pequeño mientras enorme,0110011111010011111000011001101011111000011111001010
increíble cuidar mimar padre,0101100111000001011000011101101100001000111011100110
mentiroso incluso decir verdad,0110101011110010110011001100101110010101010100100100
él defender ratón aún,1010110110000001011101100110001010111110001001011100
mostrar él pinta púas,0110111010011101011011000001111111000111000100001100
sabio famoso barco tom,1001001111010010010000010100010011101101010000111011
demostrar tú ser bajo,0010111111011101001011110110010110111100001001100010
papá sánchez hija mayor,0111100001101100111010000101010101001000110100110001
evidente desinterés continuar conversación,0100010111001001100101101000100111110000010100001101
alguien reemplazar él emperador,0000011111000100011010011010101101100000011101110000
hermoso color delicioso olor,0101010010010001000100111100101111101000111010011101
dar él noticia camín,0010110110100101011011000001110010100100001101010111
preso curiosidad caminar cuanto,1000001111101001011001101000011010010010010101101010
protestar poner tanto histérico,1000011001111100000011011110011101111000101010110001
emocionado ayudar poder cepillar,0011101100111000100100101010000001000100001111001111
suave lisar dorado resplandecir,1001101100001011000110000000111000011011001000001010
querido ciudad pues casar,1000100100010001000001011010000111010000001110011001
caballo rayo fuego poder,0001100001100100010110001101001100001001000000100010
puerta decir juan prestar,1000011100110001011100101001011110110001000001111111
mostrar él asombroso sandía,0110111010011101011011000000001111001111001010101000
cerrar puerta ventana mientras,0001111011100100001110011010101000110010110101111100
seguir llevar él golpe,1001010111100011000111111010101101100000100111011111
encontrar alguno cristal mosca,0011110010101000001111100100101010101100110111010000
completo momento escuchar gemido,0010010001000011011011011101000010000000100110111011
dar buen pedazo bizcocho,0010110110100000101110110001111010110010001010100100
conseguir acabar tiempo mejor,0010011001110000000100000110100000011010110101000111
abusar ratoncito celebrar gran,0000000111100100010101101000011101111110100111101111
viajero llamar puerta primero,1010101000000011000110011110000111001101000010001100
tanto deliciosa día siguiente,1001110111100001011111001100111001101101001100000000
necesitar primero proteger imperio,0111000100001100001000110010000110010100101100011000
queso cuervo llevar pico,1000100100101001010111111101100011111100111111000100
casilla blanco cruzar reino,0001110011110000101010100100101011000101000111001000
fuerza fin arrancar rábano,0100110001001010010011101100001101101101001001101101
decir sé saber noche,0010111001010100111010001110010011101100111001000001
flores estrellas melocotonero primavero,0100101010001010001010001001101010011011000010001010
día cansados silencio comenzar,0011100110110000110101111110011000000110010001100101
él puerta abrir solo,1010110110000100001110011000000001010101001100111000
punto dar igual cuánto,1000011111010001011011010001011000000000010110100000
dejar azadón regadera lado,0010111100001000100101001110001101100100110000001000
ser engañar mucho vez,1001011011110001111011011001101110110001010100111100
ordenar incluso dentro mochilar,0111010110101010110011001100110000000000110110100011
llegar ver disfraz creer,0110001110001101010010000100110110110000010101001010
solo jugar bolo enseñar,1001100111000010111110010000010101101010011111010001
poder seguro princesa real,1000000100010100101100000110000100011101000101101001
dentro propio mochila llevar,0011000000000100001100000101101101000100110001111110
responder aunque saber encontrarar,1001000001011000100010111010010011101100011110010111
él abrazo perder oportunidad,1010110110000000000010011101111100010100111010110000
barriga propio alguien capaz,0001001111001100001100000100000111110000001101101110
decidir sustituir él pin,0010111001001100111001100110101101100000111111011011
alucinado pasar mismo cada,0000100010010011110010110001101100111000001100011111
lento torpón impedir siquiera,0110000111010101000101011101011000101001001100010110
juan caminar prisa pausa,0101111011000000110100100110000100101100111101001111
enterar promesa decir promesa,0011111011011100001011010000101110010101000010110100
escupir huella aquel ataque,0100001001100010101101011000001100101100000111111110
leer tanto página golpe,0110000110000100111011110010001000000000100111011111
norte caminante desabrochar abrigo,0111001001101000110100100000110000100100000000101001
mercado pedir tendero trozo,0110101100001011110101101110011111101001010010101011
dejar lejos sitio especial,0010111100001011000011010110011000111000100001100010
mientras sueño buen pasar,0110101111100100110111001100010111011000111100101100
difícil decir tortuga saber,0011010110101001011100101010100010111101001001110110
huno sentir gran pena,0101011101010100101101100001001111011110111101111000
bolsillo abrigo desmenuzar secreto,0001010110111000000010100100110010111101001010110011
érase pobre leñador tanto,1010110110011100000001100101100010001101001110111100
multitud sentir él inconforme,0110111100110100101101100010101101100000101100110101
cocina més tres taza,0010000100110011100000000110100100101001001111001011
decir parecer puerca juan,0010111001010011110001010010000111001000101111011000
niño incapaz dormir hambre,0111000111101010110010110000111000011110101001100100
rayo palo mayor barco,1000101100011011101111101101101001100010001001110110
todo tarde despedir amigo,1010000111001100111100010100110011000100000100101001
parecer excelente idea despedir,0111100010100010001100011001010111101010011001100010
oía llorar si matar,0111011010111011001000100110010111100010110100101110
problema después encontrar precisamente,1000010100000001100111010000111100101011000001011010
gritar abrir bien brazo,0101000000011000000010101000010101000000001011010000
ver coco gigantesco detener,1010100100001001000010101101001110011110011010000101
probar ciento jabón lejía,1000010011110001000000000101011101101000110000110110
saber bueno dejadlo ahí,1001001110110000101110111000101110111110000011001110
siguiente paso difícil decir,1001100000000011110011001100110101101010010111001010
silencioso casi siempre andar,1001100000101000111001110110010111101100000100111010
comenzar dar clase nombre,0010001100101001011011010000100000111000111001001000
avén frío caliente perfecto,0001001000011010011000001100011001011010111110011000
cara sol poder ver,0001101111000100110010111010000001000101010100100001
levantar cama tirar rana,0110000111110000110011110110100001000111000101001000
tanto grande sirviente estupendo,1001110111100010011111000010011000110100100010101110
acompañar él curar herida,0000001011111101011011000000101100110000101010000110
