X_text,X_emb
anything except,0000101100001101001111
macbook pros,1100000111111111001111
current segment,0010111100010100100111
assure needed,0001101010011011000000
chrome user,0011011000010011110010
knowledge internals,0100010001101001011110
text skimming,1011000000110101001101
onscreen colours,1101110101100110101101
readable taking,1110101010110110011111
access parts,0000000110111010011100
lot isla,1100000010001001111101
content error,0011100000001101010011
take account,1011001110000000011010
stop process,1011110100111111110110
alternate course,0000101000000101010011
parameters specific,1101011000010111001100
activities involving,0000011110001001110110
shall able,1010111010000000000011
mentioned shall,1100010000110101110100
level needed,0100001000111011000000
ingredients module,0101101101111001110011
closing unwanted,0011011111010011101000
output stream,1101010101010111100101
numbers address,1101101000100000100100
mc operating,1100011101111011100111
general principles,0111001110011111101010
prosecution cases,1111100110100110000111
broadcaster want,0001011001110001001010
happen immediately,0101000100001011100011
design simple,0010001011010101011111
associated password,0001101111011010011110
constraints sdms,0011100110010100111110
open source,1101110101010111000011
performance system,1101000011010110010001
see amount,1010010010100001010101
done secure,0110001011010100101111
requirements user,1110001010110011110010
creating project,0010111010011111011011
actions createreadupdatedelete,0000011001000101110101
organised case,1101010011100110000110
location shall,0100000010010101110100
ensure time,0110111111110010001101
equivalent alternative,0110101000000001010001
high level,0101001011001000010001
ability remove,0000000000111100101011
hardware communicate,0101001100000110100000
using lot,1001101110011000000100
lag sets,0100010010010101111101
network conditions,1101100011100111010001
specifically mediastream,1011100110111000101111
elapsed time,0110010000110010001101
access control,0000000110100101000111
past access,1101001101100000001101
run variety,1010001010010011001110
searchfilter search,1010011100010100111011
user track,1001111001010010011100
system users,1011001000110011010111
able initiate,0000000001101011011000
withinpage links,1000111111101000011001
act client,0000011000000110111100
content consistency,0011100000000111001000
consistent set,0011100100110101111111
view whenever,1001100000110001010001
shall combine,1010111010000110100111
violations access,1000100001000000001101
peers using,1101000101110011011100
user interface,1001111001001001001000
layout paper,0100011101111010110010
output time,1101010101010010001101
correction shall,0010100100010101110100
device independence,0010000110101011110010
take advantage,1011001110000001100100
shall replace,1010111010011100111011
connection internet,0011101111101001011101
conflict resolution,0011101010111100011000
components start,0011111111010111110001
moreover reliability,1100101010011100101100
compatible android,0011110110100001011110
position different,1111011010000100000111
hijacking important,0101001001101011101001
want able,1000100101000000000011
sheets andor,1010111011100001011111
interfaces ppcast,0100101100011110101111
types queries,1001011101011101001100
control user,0010100011110011110010
compatible aips,0011110110100001111001
facility based,0111100100000010100000
iso shall,0100111111110101110100
data segments,0010110001110100100110
view quick,1001100000111101001110
standard pillai,1011101001011110001000
data queue,0010110001111101001111
integral part,0101100000111010010001
mechanism providing,1100010101111111000001
api specifically,0000100100110111001101
output data,1101010101000101100011
therefore authorized,1001000011000011110100
ensure audit,0110111111100011110000
want able,1000100101000000000011
fast skimming,0111101110110101001101
navigation recommended,1100100011011101111000
links representing,0100001100111100110001
administrator shall,0000110000010101110100
user clear,1001111001000110110111
information google,0101101111101110000100
message error,1100110000101101010011
deployment specification,0010011011010111001111
users within,1001101011110001111101
user agents,1001111001000001101001
new connection,1101100110000111011111
alternative textonly,0000101000110010000000
server auto,1010110100000011111100
channels signaling,0011001110010101011100
application server,0000100010010101101000
account users,0000001101010011010111
knowledge prior,0100010001111111111001
required task,1110001011010110011011
rate tbd,1110101100010110011000
process processor,1111111011011111110000
change location,0011001101101000000100
admin use,0000010000110011110101
shall ability,1010111010000000000001
labels go,0100010010101110001010
search particular,1010011101111010010111
windowing shall,1000111011110101110100
interfaces use,0100101100010011110101
domain experience,0110001011101111000001
link leading,0100001101001000111111
opening unnecessary,1101110111110011101111
disruptions software,0110000111010101000011
encryption data,0110110100100101100011
maintaining files,1100001100101111110000
ways private,1000101101011111111111
text presented,1011000000111111100101
information needs,0101101111111011000001
users access,1001101011100000001101
page peer,1101011010111010001001
functional requirements,0111001000011100010101
provided library,1111100001001000010111
delay input,0010011100001011001111
requirement attributes,1110001011100011010000
able initiate,0000000001101011011000
commonly understood,0011010000110010100011
accept input,0000000010101011001111
different input,0010000011101011001111
correlator network,0010101111111011000111
system must,1011001000111001011000
shall guarantee,1010111010001010000011
relating error,1110010010101101010011
data elementsrules,0010110001101101100000
hardware communicate,0101001100000110100000
user access,1001111001000000001101
product navigation,1111101001011001000110
event software,0110101111110101000011
layout scheme,0100011101110100110111
application track,0000100010010010011100
cross rules,0010111101010100011100
search within,1010011101110001111101
page distance,1101011010101100001010
tasks user,1011001100110011110010
error statistics,0110101001110111111111
process introduces,1111111011001001010010
response times,1110000110010010001111
package uc,1101011110010010111000
according hisher,0000001100101010010001
user manual,1001111001011000110001
hardware failure,0101001100001111011011
text warning,1011000000110001001000
user actor,1001111001000000111111
processing shall,1111111000110101110100
audit trail,0001111000010010010111
technical contexts,1011000101100101000011
configuration information,0011101001001011011111
shall able,1010111010000000000011
traffic originates,1001001010111010101101
autocorrection backend,0001111110100011100100
delete item,0010011100101001111000
user change,1001111001000110011011
interfaces site,0100101100010101001001
search system,1010011101110110010001
every constraint,0110101101000111001101
presentation segment,1111110011010100100111
information actions,0101101111100000110010
receives code,1110111110100110111001
detected resolved,0010001100011100001001
include manipulating,0101111101011000010011
actions initiated,0000011001001011001000
requirements data,1110001010100101100011
appropriate interface,0000100000101001001000
effectively little,0110010111101000001110
browse list,0001001000101000011000
feature uc,0111101010010010111000
needed identify,1101100000001010100111
facilitates investigation,0111100101101001110000
none condition,1101100101100111010000
app w,0000100101110001001111
registers first,1110010000101111111001
appear similar,0000100101010101011101
objects graphical,1101101000001110000011
develop mobile,0010000111011001111101
find position,0111111010011110110100
interfaces system,0100101100010110010001
call product,0001001100011111010010
hooks database,0101011011000101100001
stored audit,1011110111100011110000
making content,1100001110100111000000
goal allow,0111000111000001110101
functional requirements,0111001000011100010101
recover errors,1110110111101101010010
signal kill,1010101010001001100000
technically appropriate,1011000101000001000001
stored server,1011110111110101101000
privacy using,1111111111010011011100
important today,0101110100110010001011
device must,0010000110111001011000
api application,0000100100100001000100
stream video,1011110010110011000011
care taking,0011000000010110011111
availability source,0001111100010111000011
might located,1100110111001000001100
try tcp,1001011010110110001000
task backend,1011001101100011100100
able add,0000000001100000101001
metadata display,1100110011101100001100
warning shall,1000100100010101110100
person type,1111000011110010111110
user based,1001111001000010100000
contents layout,0010100000001000111011
shift parameters,1010111011011010110000
provide user,1111100011010011110010
user wonder,1001111001010001111011
navigation shows,1100100011010101010011
providing site,1111100000110101001001
friendliness system,0111011110010110010001
data application,0010110001100001000100
appropriate means,0000100000111000101000
use case,1001111010100110000110
computer client,0011111010100110111100
horizontal list,0101011011101000011000
provide one,1111100011011011101000
two peers,1001011111111010001011
set preferred,1010111111111111100001
request meeting,1110001000011000100100
expected database,0111100000000101100001
functionality police,0111001001111110110001
even college,0110101110100110101011
entering book,0110111010000010111001
librarian addedit,0100001001000000101010
budget tracker,0001001011010010010100
user view,1001111001010011000001
authorized users,0001111010010011010111
division text,0110001111110110000001
receipt incoming,1110111010101011111100
standard hardware,1011101001001010011000
user interfaces,1001111001001001011000
want able,1000100101000000000011
navigation user,1100100011010011110010
defines users,0010010101110011010111
errors determining,0110101001000100001010
change destination,0011001101100100011110
non halal,1101100101001010001100
able request,0000000001111100010000
special tools,1011100010110010011011
initial deployment,0101101100100100110110
addresses correlator,0000010010100101011111
admin member,0000010000111000100111
halal certificate,0101000110000110001000
number interactions,1101101001101001000100
functions easy,0111001011101100111001
accessibility iso,0000000111001001111111
interface execute,0100100100001101000101
customer need,0010110100111001000000
budget tracker,0001001011010010010100
acceptable user,0000000010010011110010
data processing,0010110001111111110001
failure attributed,0111101101100011010001
set date,1010111111100100100001
product ingredients,1111101001001011011011
either username,0110010001110011010010
dynamic range,0110011110111101001001
user records,1001111001011101101110
count search,0010101011110100111011
users see,1001101011110100100101
aration interface,0001100001101001001000
content items,0011100000001001101000
information alternate,0101101111100001010000
panel allow,1101011011000001110101
priorities among,1111111101100001010111
scan barcode,1010011001000011100000
queue track,1110100111110010011100
computer enough,0011111010101101111110
able select,0000000001110100100010
dynamically much,0110011111111001011111
created login,0010111011101000000001
upon users,1001111111010011010111
user fill,1001111001001111110001
adaptability product,0000011101111111010010
design principles,0010001011011111101010
stringent implies,1011110000001011101011
communication connections,0011110000100111011110
images video,0101110000110011000011
stream necessarily,1011110010111001000011
abstracted users,0000000011010011010111
using camera,1001101110000010001001
website take,1000101010010110011100
website traffic,1000101010010010010101
multiple answers,1100101101100001011011
iso taken,0100111111110110011101
short list,1010111001101000011000
university act,1001110010000000110000
freeway even,0111011100101101011101
must designed,1100101100000100010101
overview site,1101011101010101001001
detected interruptions,0010001100001001010101
ee system,0110010101010110010001
password incorrectly,1101001111001011110100
navigation recommended,1100100011011101111000
filter units,0111111001010011100111
time domain,1001000110101100010111
halal nonhalal,0101000110011011011011
case diagram,0011000011000100000100
include following,0101111101001111100101
enforce business,0110111100000010011101
flags table,0111110101010110010110
priority meeting,1111111101011000100100
stamp adjustments,1011101011000000100011
meeting date,1100010010000100100001
pipeline applications,1111001100100001000101
user add,1001111001000000101001
saved user,1010011000010011110010
list descriptions,0100001100000100010011
thus prevent,1001000110011111101100
access cases,0000000110100110000111
combine finished,0011010011101111111111
required critical,1110001011000101111110
university staff,1001110010010111010111
implementation concentrate,0101110110000111110010
reporting rti,1110011001010100011111
direct connection,0010000000100111011111
providing platform,1111100000111110010110
able apply,0000000001100001000110
concentrate android,0011111001000001011110
able handle,0000000001101010001110
processing flags,1111111000101111101010
possible face,1111011111101111001010
input device,0101100111100100001101
predetermined amount,1111010011000001010101
categories view,0011000110110011000001
software compatible,1010100001100111101101
messages detailing,1100110001000100011011
time series,1001000110110101101001
code os,0011011100111010101111
independently hisher,0101111001101010010001
new browser,1101100110000010010011
scan identifier,1010011001001010100101
failure report,0111101101111100110111
content offered,0011100000011011111100
source viewers,1011100001110001000000
without worrying,1000111101010001101010
able make,0000000001111000011110
content containing,0011100000000111000011
translatable text,1001011000010110000001
provision invoke,1111100000001001110001
categories books,0011000110100010111010
user wanted,1001111001010001001011
using whatever,1001101110010001010010
watch list,1000101100101000011000
hours private,0101011010011111111111
negotiation also,1101100001000001110001
srtp encryption,1011101010001101101001
planning meeting,1111001011111000100100
aggregate data,0000110100000101100011
visually organizing,1000100110111010100101
data ready,0010110001111101010010
enable helpdesk,0110110010001010011110
must able,1100101100000000000011
special needs,1011100010111011000001
enter product,0110111110111111010010
user view,1001111001010011000001
andor reconfiguration,0000101111111101101001
sentences division,1010110111001100011111
functionally requirements,0111001001011100010101
data management,0010110001111000010010
clear links,0011011011101000011001
related documents,1110010011101100010100
response hisher,1110000110001010010001
idea behind,0101010111000010101111
switch larger,1011011000101000101001
interfaces figure,0100101100001111010001
users expected,1001101011101111000000
property information,1111100101101011011111
designed help,0010001010101010011010
make coding,1100001111000110101000
skimming fast,1010100110101111011101
begin streaming,0001010010010111100111
web browser,1000101111100010010011
authenticate authorize,0001111001100011110101
navigation recommended,1100100011011101111000
tasks take,1011001100110110011100
able provide,0000000001111111000110
handling response,0101000101111100001100
manipulation io,1100001000101001110111
user type,1001111001010010111110
source code,1011100001100110111001
access speeds,0000000110110111011001
peers using,1101000101110011011100
owner see,1101011111110100100101
able intelligently,0000000001101001000011
administrator includes,0000110000001011111111
control functionality,0010100011101110010011
adaptation adapting,0000011100000000101000
rules regulations,1010001110011100100010
server ldap,1010110100001000111010
delivering output,0010011111011010101010
outside application,1101010101100001000100
using traffic,1001101110010010010101
resolved automatically,1110000100100011111010
must compatible,1100101100000111101101
bandwidth using,0001110001010011011100
external webcam,0111100111110001011101
begin within,0001010010010001111101
possible actions,1111011111100000110010
point view,1111001000010011000001
verify successful,1001100010010110101111
system able,1011001000100000000011
department information,0010011010101011011111
page titles,1101011010110010001010
cases integral,0011000011101011000001
system usable,1011001000110011110100
opened supports,1101110111010110110101
member cross,1100010011100101111010
write notes,1000110111111011010111
name product,1100100101111111010010
system knowledge,1011001000101000100011
never means,1101100010011000101000
logical headings,0100000001101010011011
change profiles,0011001101111111011100
shall maintain,1010111010011000001001
hisher questions,0101001000111101001101
police stations,1111011000110111111101
usernamepassword system,1001101011010110010001
without affecting,1000111101000001101111
want able,1000100101000000000011
processing none,1111111000111011001011
disk drive,0110000010101100110000
layout screens,0100011101110100111101
make sure,1100001111010110110111
product ingredients,1111101001001011011011
therefore expected,1001000011001111000000
obtained standby,1101111001010111010000
date return,0010010000110100000101
understanding textual,1001010001010010000001
captures implements,0001000000101011101110
provided prints,1111100001011111111000
single set,1010101100010101111111
opening new,1101110111111011001100
campuses university,0001000101010011100100
repair replacement,1110011100011100111110
must adaptable,1100101100000000111001
channels without,0011001110010001111010
connection navigation,0011101111111001000110
tracker user,1001001010010011110010
processor hardware,1111111000001010011000
use system,1001111010110110010001
password allocation,1101001111000001110100
monitor past,1100101000011010011011
check backend,0011001011000011100100
user system,1001111001010110010001
assembly shall,0001101100010101110100
system must,1011001000111001011000
access system,0000000110110110010001
software interfaces,1010100001101001011000
server support,1010110100010110111101
sections state,1010010111010111110110
trail ensure,1001001011101101111111
use case,1001111010100110000110
done ethically,0110001011001101011100
window hiding,1000111011001010010111
interfaces meet,0100101100011000101100
evident predefined,0110101100111110100111
constructed chainable,0011100010100110011001
use https,1001111010101010111000
participant replacement,1101001001011100111110
according screen,0000001100110100111100
live chat,0100000111100110010111
admissibility assist,0000110011000011011010
color never,0011010101011011000100
system needs,1011001000111011000001
desktop laptop,0010001110101000101110
broadcasting hardware,0001011000001010011000
halal statement,0101000110010111110101
impede readability,0101110011111101010100
used appropriate,1001111011100001000001
details location,0010001100101000000100
multiple admins,1100101101100001100011
data filter,0010110001101111110010
read content,1110101110000111000000
using search,1001101110010100111011
combination numbers,0011010010011011010001
module halal,1100111001101010001100
provided surety,1111100001010110110110
investigation process,0100111000011111110110
least life,0100011110001000010101
reboot internal,1110111001001001011011
attend shall,0001101001110101110100
data received,0010110001111101111100
able handle,0000000001101010001110
page alternatively,1101011010100001010011
plan better,1111001010000010101110
right access,1010000101100000001101
evla observational,0110101100011011110000
meeting participants,1100010010011010010110
client mobile,0011011110011001111101
use case,1001111010100110000110
ldap service,0100011101010101111011
capture store,0001000001110111101110
amount time,0000101010110010001101
accessible maintenance,0000000101011000011010
windows new,1000111010111011001100
repair infs,1110011100001011011010
parameters fixed,1101011000001111101000
shall capable,1010111010000010000101
interface makes,0100100100011000011111
system must,1011001000111001011000
delete category,0010011100100110001111
standard post,1011101001011110111010
offered support,1101111110010110111101
networks assure,1101100010100011010100
conditions relating,0011101000111100100101
perform fourier,1101000011101110101111
typical action,1001011101100000110011
system must,1011001000111001011000
user filter,1001111001001111110010
accessible places,0000000101011110011110
shown pages,1010101000111010110111
reboot processor,1110111001011111110000
minimal amount,1100110100100001010101
selecting using,1010010000010011011100
module product,1100111001111111010010
attempts access,0001101001000000001101
management shall,1100001001010101110100
peer disconnections,1101000100101100000110
solution send,1010100000010101100101
website name,1000101010011001001011
actions closing,0000011001000110111110
products module,1111101011111001110011
performing required,1101000001111100010110
data input,0010110001101011001111
shall receive,1010111010011101110100
display characteristics,0110000110000110010100
authentication validation,0001111001010011011001
correlator data,0010101111100101100011
heroku platform,0101001010011110010110
nonfunctional requirements,1101101100011100010101
data underflows,0010110001110010100101
user access,1001111001000000001101
standby mode,1011101000011001110100
must also,1100101100000001110001
actions cases,0000011001000110000111
communications peers,0011110001111010001011
mobile app,1100111110100001001011
constraints required,0011100110011100010110
case none,0011000011011011001011
verify receive,1001100010011101110100
sharing computer,1010111010100111110101
cross referencing,0010111101011101100010
give halal,0111000100001010001100
educate users,0110010101110011010111
shall able,1010111010000000000011
manual online,1100011000111011101001
data received,0010110001111101111100
password login,1101001111001000000001
arising processing,0001100110111111110001
input data,0101100111100101100011
help material,0101001101011000111100
shall periodically,1010111010011110000000
interconnect hardware,0100100111101010011000
optional frequency,1101010000001110111010
data also,0010110001100001110001
entered addresses,0110111110000000100101
needs compatible,1101100000100111101101
possible actions,1111011111100000110010
requests access,1110001001100000001101
set amount,1010111111100001010101
user errors,1001111001001101010010
peers encrypted,1101000101101101101011
software requirements,1010100001111100010101
users groups,1001101011101010000001
frames used,0111010101110011110111
friendly users,0111011010010011010111
style sheets,1011010011110101110111
correlator ee,0010101111101100101010
interruption effect,0100101010001100101110
writing style,1000110110110110100111
added later,0000010101101000111000
extended use,0111100010010011110101
pages help,1101011011101010011010
notified listing,1101101011001000001001
audit trails,0001111000010010010110
priority meeting,1111111101011000100100
auto saving,0001111110010100110001
start process,1011111000111111110110
categories view,0011000110110011000001
product details,1111101001000100011001
made possible,1100000111011110111111
university interacts,1001110010001001001100
ensure communication,0110111111100111100001
administrator shall,0000110000010101110100
due disk,0110011011101100000101
accessibility system,0000000111010110010001
searching screen,1010010100010100111100
interruptions data,0100101010100101100011
server attempt,1010110100000011010111
user authentication,1001111001000011110010
used way,1001111011110001011011
employ single,0110110011010101011000
user filter,1001111001001111110010
little familiarity,0100000111001111011111
following types,0111110010110010111010
redepartment copying,1110110010100101001011
code hosts,0011011100101010110101
queue memory,1110100111111000100010
among made,0000101011111000001110
alter priority,0000111000011111111010
number books,1101101001100010111010
external constraints,0111100111100111001100
listings property,0100000101111111001011
navigation components,1100100011000111111110
tolerance conditions,1001000100000111010001
avoided unless,0001110101010011101101
product serial,1111101001010101101011
contextsensitive help,0010100001001010011010
output data,1101010101000101100011
desktop apache,0010001110100001001000
changes owner,0011001111011010111111
manipulating application,1100001001100001000100
securely contact,1010010110000111000110
monitor meeting,1100101000011000100100
important information,0101110100101011011111
expressed meeting,0111100010111000100100
user able,1001111001000000000011
specification ppcast,1011100111111110101111
involve change,0100111001100110011011
long periods,1100000000111110000001
properties defines,1111100100100100101011
provided user,1111100001010011110010
terms familiar,1011000011001111011110
description protocol,0010001000111111000101
condition camera,0011101000000010001001
conditions processing,0011101000111111110001
police turn,1111011000110010110100
comparisons many,0011110010011000110010
search functionality,1010011101101110010011
using different,1001101110000100000111
shall customizable,1010111010000101101111
check backend,0011001011000011100100
fonts font,0111110011001111100111
providing information,1111100000101011011111
records carried,1110110111000110000011
view list,1001100000101000011000
presentation content,1111110011000111000000
piped input,1111001100001011001111
media studies,1100010111010110100010
adaptability peers,0000011101111010001011
change simply,0011001101110101011010
assumption applicable,0001101110000001001100
uc product,1001011100011111010010
configuration time,0011101001010010001101
useful allowing,1001111011000001110110
browser windows,0001001001110001110101
stopped unresponsive,1011110101110011101010
private anyone,1111111111100001011001
conditions monitor,0011101000111001010000
client server,0011011110010101101000
issue number,0100111101011011010011
complaint initiated,0011110101001011001000
initiate reboot,0101101100011101110010
fixed determination,0111110100000100001011
service done,1010111101101100010110
organised workstation,1101010011110001101011
individualization designing,0101101001000100010100
date actual,0010010000100000111010
viewer want,1001100000010001001010
recommending information,1110110100001011011111
quantizer power,1110100010011110101010
easy recognize,0110011100111101111011
frame destination,0111010111000100011110
making individualization,1100001110101011010010
pages page,1101011011111010110101
received mc,1110111110011000111011
latest version,0100011100110011000101
sufficient impede,1011010101101011100111
filter product,0111111001011111010010
check prevent,0011001011011111101100
allow changes,0000111010100110011110
addition designing,0000010111000100010100
selectable configuration,1010010001100111010010
chooses whenever,0011001000010001010001
existence case,0110100011000110000110
post free,1111011101001110111000
communicate among,0011010000000001010111
data entry,0010110001101101110011
requirement intended,1110001011101001000010
srs metadata,1011101110011001100111
interface individual,0100100100001011010011
system easy,1011001000101100111001
number translatable,1101101001110010110000
link labels,0100001101001000100101
system must,1011001000111001011000
attributes correctness,0001101000000101011010
provides good,1111100001101110001100
action types,0000011001110010111010
conflict change,0011101010100110011011
json string,0100110110010111100001
report tolerance,1110011011110010001000
maximum size,1100011111010101001110
making user,1100001110110011110010
set minimal,1010111111111001101001
human perception,0101010100011010000101
within seconds,1000111110110100101011
interesting specific,0100100100110111001100
use intuitive,1001111010101001010011
provision participant,1111100000011010010010
broadcasters viewers,0001011000110001000000
action result,0000011001111100000000
property system,1111100101110110010001
features section,0111101010110100101010
