X_text,X_emb,y_text,y_emb
lag,01000100100,frame,01110101110
frame,01110101110,destination,00100011110
destination,00100011110,addresses,00000100101
addresses,00000100101,address,00000100100
address,00000100100,changes,00110011110
changes,00110011110,error,01101010011
error,01101010011,warning,10001001000
warning,10001001000,shall,10101110100
shall,10101110100,provide,11111000110
provide,11111000110,error,01101010011
error,01101010011,warning,10001001000
warning,10001001000,reports,11100110011
reports,11100110011,mc,11000111011
mc,11000111011,operating,11011100111
operating,11011100111,conditions,00111010001
conditions,00111010001,warrant,10001011000
warrant,10001011000,debugtest,00100100101
debugtest,00100100101,messages,11001100010
messages,11001100010,shall,10101110100
shall,10101110100,provide,11111000110
provide,11111000110,several,10101111100
several,10101111100,optionally,11010100001
optionally,11010100001,selectable,10100100011
selectable,10100100011,levels,01000010011
levels,01000010011,printed,11111101001
printed,11111101001,messages,11001100010
messages,11001100010,detailing,00100011011
detailing,00100011011,operational,11011100010
operational,11011100010,parameters,11010110000
parameters,11010110000,critical,00101111110
critical,00101111110,locations,01000000101
locations,01000000101,system,10110010001
formatted,01110100011,output,11010101010
output,11010101010,shall,10101110100
shall,10101110100,deliver,00100111010
deliver,00100111010,formatted,01110100011
formatted,01110100011,final,01111110111
final,01111110111,results,10100000000
results,10100000000,ee,01100101010
ee,01100101010,system,10110010001
shall,10101110100,produce,11111010001
produce,11111010001,data,00101100011
data,00101100011,needed,11011000000
needed,11011000000,ee,01100101010
ee,01100101010,system,10110010001
system,10110010001,archiving,00011000111
archiving,00011000111,processing,11111110001
output,11010101010,currently,00101101000
currently,00101101000,expected,01111000000
expected,01111000000,form,01111100000
form,01111100000,compatible,00111101101
compatible,00111101101,aips,00001111001
aips,00001111001,measurement,11000101001
measurement,11000101001,sets,10101111101
monitor,11001010000,control,00101000111
control,00101000111,system,10110010001
system,10110010001,shall,10101110100
shall,10101110100,acknowledge,00000010011
acknowledge,00000010011,receipt,11101110101
receipt,11101110101,data,00101100011
data,00101100011,received,11101111100
received,11101111100,mc,11000111011
mc,11000111011,correlator,00101011111
correlator,00101011111,system,10110010001
system,10110010001,shall,10101110100
shall,10101110100,notify,11011010010
notify,11011010010,mc,11000111011
mc,11000111011,detected,00100011000
detected,00100011000,interruptions,01001010101
interruptions,01001010101,data,00101100011
data,00101100011,delivery,00100111111
delivery,00100111111,correlator,00101011111
correlator,00101011111,ee,01100101010
ee,01100101010,shall,10101110100
shall,10101110100,verify,10011000100
verify,10011000100,successful,10110101111
successful,10110101111,delivery,00100111111
delivery,00100111111,output,11010101010
output,11010101010,ee,01100101010
ee,01100101010,internal,01001011011
internal,01001011011,data,00101100011
data,00101100011,shall,10101110100
shall,10101110100,guarantee,01010000011
guarantee,01010000011,safe,10100010111
safe,10100010111,delivery,00100111111
delivery,00100111111,internal,01001011011
internal,01001011011,messages,11001100010
messages,11001100010,lag,01000100100
lag,01000100100,frames,01110101011
frames,01110101011,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,handle,01010001110
handle,01010001110,lag,01000100100
lag,01000100100,frames,01110101011
frames,01110101011,less,01000110000
less,01000110000,values,10011001011
values,10011001011,lag,01000100100
lag,01000100100,sets,10101111101
sets,10101111101,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,handle,01010001110
handle,01010001110,lag,01000100100
lag,01000100100,sets,10101111101
sets,10101111101,maximum,11000111110
maximum,11000111110,size,10101001110
size,10101001110,value,10011001001
data,00101100011,receive,11101110100
receive,11101110100,shall,10101110100
shall,10101110100,receive,11101110100
receive,11101110100,incoming,01011111100
incoming,01011111100,data,00101100011
data,00101100011,packets,11010110100
packets,11010110100,correlator,00101011111
correlator,00101011111,backend,00011100100
backend,00011100100,network,11011000111
network,11011000111,interface,01001001000
network,11011000111,part,11010010001
part,11010010001,system,10110010001
system,10110010001,verify,10011000100
verify,10011000100,receive,11101110100
receive,11101110100,shall,10101110100
shall,10101110100,verify,10011000100
verify,10011000100,successful,10110101111
successful,10110101111,receipt,11101110101
receipt,11101110101,incoming,01011111100
incoming,01011111100,data,00101100011
data,00101100011,correlator,00101011111
includes,01011111111,checking,00110010010
checking,00110010010,receive,11101110100
receive,11101110100,errors,01101010010
errors,01101010010,determining,00100001010
determining,00100001010,expected,01111000000
expected,01111000000,data,00101100011
data,00101100011,received,11101111100
received,11101111100,accumulation,00000011100
accumulation,00000011100,error,01101010011
error,01101010011,statistics,10111111111
statistics,10111111111,comparison,00111100101
comparison,00111100101,tolerances,10010011000
tolerances,10010011000,reporting,11100110010
reporting,11100110010,tolerance,10010001000
tolerance,10010001000,conditions,00111010001
conditions,00111010001,input,01011001111
input,01011001111,data,00101100011
data,00101100011,management,11000010010
management,11000010010,shall,10101110100
shall,10101110100,store,10111101110
store,10111101110,input,01011001111
input,01011001111,data,00101100011
data,00101100011,records,11101101110
records,11101101110,memory,11000100010
memory,11000100010,buffer,00010010111
buffer,00010010111,track,10010011100
track,10010011100,buffer,00010010111
buffer,00010010111,locations,01000000101
locations,01000000101,input,01011001111
input,01011001111,data,00101100011
data,00101100011,data,00101100011
data,00101100011,processing,11111110001
processing,11111110001,complete,00111101001
report,11100110111,buffer,00010010111
buffer,00010010111,overflow,11010101000
overflow,11010101000,conditions,00111010001
conditions,00111010001,processing,11111110001
processing,11111110001,management,11000010010
management,11000010010,shall,10101110100
shall,10101110100,respond,11100001111
respond,11100001111,incoming,01011111100
incoming,01011111100,correlator,00101011111
correlator,00101011111,mode,11001110100
mode,11001110100,changes,00110011110
changes,00110011110,user,10011110010
user,10011110010,optional,11010100000
optional,11010100000,processing,11111110001
processing,11111110001,sequence,10101101010
sequence,10101101010,andor,00001011111
andor,00001011111,parameter,11010110001
parameter,11010110001,changes,00110011110
changes,00110011110,external,01111001111
external,01111001111,inputs,01011001101
inputs,01011001101,affect,00001101101
affect,00001101101,data,00101100011
data,00101100011,processing,11111110001
processing,11111110001,pipeline,11110011001
update,10011111000,internal,01001011011
internal,01001011011,parameter,11010110001
parameter,11010110001,tables,10110010111
tables,10110010111,synchronize,10110010000
synchronize,10110010000,data,00101100011
data,00101100011,processing,11111110001
processing,11111110001,pipeline,11110011001
pipeline,11110011001,evla,01101011000
evla,01101011000,operations,11011100011
operations,11011100011,system,10110010001
system,10110010001,srs,10111011100
srs,10111011100,new,11011001100
new,11011001100,operational,11011100010
operational,11011100010,conditions,00111010001
conditions,00111010001,time,10010001101
time,10010001101,series,10101101001
series,10101101001,assembly,00011011000
assembly,00011011000,shall,10101110100
shall,10101110100,assemble,00011001000
assemble,00011001000,received,11101111100
received,11101111100,input,01011001111
input,01011001111,data,00101100011
data,00101100011,continuous,00101000110
continuous,00101000110,time,10010001101
time,10010001101,series,10101101001
series,10101101001,lag,01000100100
lag,01000100100,sets,10101111101
sets,10101111101,data,00101100011
data,00101100011,integrity,01001000001
integrity,01001000001,verification,10011001100
verification,10011001100,shall,10101110100
shall,10101110100,ensure,01101111111
ensure,01101111111,time,10010001101
time,10010001101,series,10101101001
series,10101101001,data,00101100011
data,00101100011,correctly,00101011001
correctly,00101011001,ordered,11010100110
ordered,11010100110,contains,00111000001
contains,00111000001,valid,10011011011
valid,10011011011,data,00101100011
data,00101100011,values,10011001011
values,10011001011,along,00001110011
along,00001110011,entire,01101110101
entire,01101110101,extent,01111001101
compare,00111100110,tolerances,10010011000
tolerances,10010011000,report,11100110111
report,11100110111,tolerance,10010001000
tolerance,10010001000,conditions,00111010001
conditions,00111010001,data,00101100011
data,00101100011,invalid,01001010001
invalid,01001010001,shall,10101110100
shall,10101110100,replace,11100111011
replace,11100111011,invalid,01001010001
invalid,01001010001,data,00101100011
data,00101100011,zero,10001100111
zero,10001100111,values,10011001011
values,10011001011,data,00101100011
data,00101100011,invalid,01001010001
invalid,01001010001,count,00101010111
count,00101010111,shall,10101110100
shall,10101110100,keep,01001100101
keep,01001100101,track,10010011100
track,10010011100,data,00101100011
data,00101100011,invalids,01001010000
invalids,01001010000,normalization,11011011101
normalization,11011011101,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,apply,00001000110
apply,00001000110,normalizations,11011011100
normalizations,11011011100,based,00010100000
based,00010100000,reported,11100110110
reported,11100110110,data,00101100011
data,00101100011,invalid,01001010001
invalid,01001010001,counts,00101010010
counts,00101010010,coarse,00110111011
coarse,00110111011,quantization,11101000101
quantization,11101000101,correction,00101001000
correction,00101001000,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,apply,00001000110
apply,00001000110,corrections,00101011000
corrections,00101011000,based,00010100000
based,00010100000,state,10111110110
state,10111110110,count,00101010111
count,00101010111,andor,00001011111
andor,00001011111,quantizer,11101000100
quantizer,11101000100,power,11110101010
power,11110101010,measurement,11000101001
measurement,11000101001,data,00101100011
vanvleck,10011001010,correction,00101001000
correction,00101001000,time,10010001101
time,10010001101,stamp,10111010110
stamp,10111010110,adjustment,00000100010
adjustment,00000100010,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,make,11000011110
make,11000011110,time,10010001101
time,10010001101,stamp,10111010110
stamp,10111010110,adjustments,00000100011
adjustments,00000100011,required,11100010110
required,11100010110,observational,11011110000
observational,11011110000,mode,11001110100
mode,11001110100,correlator,00101011111
correlator,00101011111,output,11010101010
output,11010101010,parameters,11010110000
arise,00011001100,recirculation,11101111110
recirculation,11101111110,used,10011110111
used,10011110111,windowing,10001110111
windowing,10001110111,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,perform,11010000111
perform,11010000111,windowing,10001110111
windowing,10001110111,operations,11011100011
operations,11011100011,prior,11111111001
prior,11111111001,subsequent,10110101100
subsequent,10110101100,fourier,01110101111
fourier,01110101111,transform,10010010000
needed,11011000000,narrow,11001001101
narrow,11001001101,band,00011100110
band,00011100110,rfi,10100001010
rfi,10100001010,mitigation,11001111111
post,11110111010,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,windowing,10001110111
windowing,10001110111,applied,00001000111
applied,00001000111,convolution,00101001110
convolution,00101001110,time,10010001101
time,10010001101,domain,01100010111
domain,01100010111,processing,11111110001
processing,11111110001,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,apply,00001000110
apply,00001000110,user,10011110010
user,10011110010,selected,10100100001
selected,10100100001,time,10010001101
time,10010001101,domain,01100010111
domain,01100010111,processes,11111110011
processes,11111110011,constructed,00111000101
constructed,00111000101,chainable,00110011001
chainable,00110011001,output,11010101010
output,11010101010,time,10010001101
time,10010001101,domain,01100010111
domain,01100010111,process,11111110110
process,11111110110,piped,11110011000
piped,11110011000,input,01011001111
input,01011001111,including,01011111101
including,01011111101,replica,11100111101
replica,11100111101,self,10101100001
self,10101100001,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,repeatable,11100111001
repeatable,11100111001,chain,00110011000
optional,11010100000,time,10010001101
time,10010001101,domain,01100010111
domain,01100010111,processes,11111110011
processes,11111110011,yet,10001100101
yet,10001100101,proposed,11111001110
proposed,11111001110,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,processing,11111110001
processing,11111110001,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,perform,11010000111
perform,11010000111,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,lag,01000100100
lag,01000100100,set,10101111111
set,10101111111,time,10010001101
time,10010001101,series,10101101001
poweroftwo,11110101110,complextocomplex,00111111001
complextocomplex,00111111001,fast,01111011101
fast,01111011101,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,retention,10100000011
retention,10100000011,output,11010101010
output,11010101010,positive,11110111101
positive,11110111101,negative,11011000011
negative,11011000011,frequencies,01110111011
frequencies,01110111011,used,10011110111
process,11111110110,must,11001011000
must,11001011000,able,00000000011
able,00000000011,accept,00000000101
accept,00000000101,input,01011001111
input,01011001111,output,11010101010
output,11010101010,time,10010001101
time,10010001101,domain,01100010111
domain,01100010111,processes,11111110011
processes,11111110011,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,processing,11111110001
processing,11111110001,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,apply,00001000110
apply,00001000110,user,10011110010
user,10011110010,selected,10100100001
selected,10100100001,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,processes,11111110011
processes,11111110011,constructed,00111000101
constructed,00111000101,chainable,00110011001
chainable,00110011001,output,11010101010
output,11010101010,fourier,01110101111
fourier,01110101111,transform,10010010000
transform,10010010000,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,process,11111110110
process,11111110110,piped,11110011000
piped,11110011000,input,01011001111
input,01011001111,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,process,11111110110
process,11111110110,including,01011111101
including,01011111101,replica,11100111101
replica,11100111101,self,10101100001
self,10101100001,repeatable,11100111001
repeatable,11100111001,chain,00110011000
frequency,01110111010,domain,01100010111
domain,01100010111,processes,11111110011
processes,11111110011,yet,10001100101
yet,10001100101,proposed,11111001110
proposed,11111001110,integration,01001000000
integration,01001000000,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,sum,10110111000
sum,10110111000,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,spectral,10111001000
spectral,10111001000,results,10100000000
amount,00001010101,time,10010001101
time,10010001101,duration,01100111100
duration,01100111100,summation,10110111001
summation,10110111001,controlled,00101000101
controlled,00101000101,observational,11011110000
observational,11011110000,mode,11001110100
mode,11001110100,parameter,11010110001
parameter,11010110001,obtained,11011110010
obtained,11011110010,via,10011000010
via,10011000010,mc,11000111011
shall,10101110100,keep,01001100101
keep,01001100101,track,10010011100
track,10010011100,number,11011010011
number,11011010011,samplesdumps,10100010011
samplesdumps,10100010011,integrated,01011000000
integrated,01011000000,spectral,10111001000
spectral,10111001000,channel,00110011101
summation,10110111001,occur,11011110110
occur,11011110110,optional,11010100000
optional,11010100000,frequency,01110111010
frequency,01110111010,domain,01100010111
domain,01100010111,processing,11111110001
processing,11111110001,none,11011001011
none,11011001011,fourier,01110101111
fourier,01110101111,transform,10010010000
integration,01001000000,long,11000000001
long,11000000001,periods,11110000001
periods,11110000001,time,10010001101
time,10010001101,throttle,10010000101
throttle,10010000101,output,11010101010
output,11010101010,correlator,00101011111
correlator,00101011111,rate,11101011000
rate,11101011000,manageable,11000010111
manageable,11000010111,ee,01100101010
ee,01100101010,output,11010101010
output,11010101010,formatting,01110100010
formatting,01110100010,shall,10101110100
shall,10101110100,combine,00110100111
combine,00110100111,finished,01111111111
finished,01111111111,spectra,10111001001
spectra,10111001001,meta,11001100110
meta,11001100110,auxiliary,00011111001
auxiliary,00011111001,data,00101100011
data,00101100011,form,01111100000
form,01111100000,suitably,10110101000
suitably,10110101000,formatted,01110100011
formatted,01110100011,output,11010101010
output,11010101010,data,00101100011
data,00101100011,sets,10101111101
aips,00001111001,measurement,11000101001
measurement,11000101001,sets,10101111101
sets,10101111101,expected,01111000000
expected,01111000000,entities,01101110111
entities,01101110111,output,11010101010
output,11010101010,data,00101100011
data,00101100011,management,11000010010
management,11000010010,shall,10101110100
shall,10101110100,store,10111101110
store,10111101110,formatted,01110100011
formatted,01110100011,output,11010101010
output,11010101010,data,00101100011
data,00101100011,records,11101101110
records,11101101110,memory,11000100010
memory,11000100010,buffer,00010010111
buffer,00010010111,backup,00011100111
backup,00011100111,disk,01100000101
disk,01100000101,buffering,00010010101
store,10111101110,data,00101100011
data,00101100011,ready,11101010010
ready,11101010010,transmission,10010110001
transmission,10010110001,ee,01100101010
ee,01100101010,system,10110010001
system,10110010001,successful,10110101111
successful,10110101111,transfer,10010010011
transfer,10010010011,occurred,11011110111
report,11100110111,errors,01101010010
errors,01101010010,buffer,00010010111
buffer,00010010111,overflow,11010101000
overflow,11010101000,conditions,00111010001
conditions,00111010001,occur,11011110110
occur,11011110110,data,00101100011
data,00101100011,send,10101100101
send,10101100101,shall,10101110100
shall,10101110100,send,10101100101
send,10101100101,output,11010101010
output,11010101010,data,00101100011
data,00101100011,ee,01100101010
ee,01100101010,system,10110010001
system,10110010001,send,10101100101
send,10101100101,verify,10011000100
verify,10011000100,shall,10101110100
shall,10101110100,verify,10011000100
verify,10011000100,sent,10101101111
sent,10101101111,data,00101100011
data,00101100011,successfully,10110101110
successfully,10110101110,received,11101111100
report,11100110111,errors,01101010010
errors,01101010010,monitor,11001010000
monitor,11001010000,io,01001110111
io,01001110111,performance,11010000110
performance,11010000110,shall,10101110100
shall,10101110100,monitor,11001010000
monitor,11001010000,data,00101100011
data,00101100011,transfer,10010010011
transfer,10010010011,rates,11101011001
rates,11101011001,evla,01101011000
evla,01101011000,operations,11011100011
operations,11011100011,system,10110010001
system,10110010001,srs,10111011100
srs,10111011100,correlator,00101011111
correlator,00101011111,ee,01100101010
accumulate,00000011101,data,00101100011
data,00101100011,transfer,10010010011
transfer,10010010011,statistics,10111111111
statistics,10111111111,compare,00111100110
compare,00111100110,tolerances,10010011000
report,11100110111,tolerance,10010001000
tolerance,10010001000,conditions,00111010001
conditions,00111010001,monitor,11001010000
monitor,11001010000,compute,00111110100
compute,00111110100,performance,11010000110
performance,11010000110,shall,10101110100
shall,10101110100,monitor,11001010000
monitor,11001010000,overall,11010101001
overall,11010101001,data,00101100011
data,00101100011,processing,11111110001
processing,11111110001,rate,11101011000
compare,00111100110,tolerances,10010011000
tolerances,10010011000,report,11100110111
report,11100110111,tolerance,10010001000
tolerance,10010001000,conditions,00111010001
conditions,00111010001,monitor,11001010000
monitor,11001010000,compute,00111110100
compute,00111110100,errors,01101010010
errors,01101010010,shall,10101110100
shall,10101110100,trap,10010110011
trap,10010110011,flag,01111101001
flag,01111101001,repair,11100111000
repair,11100111000,infs,01011011010
infs,01011011010,nans,11001001111
nans,11001001111,underflows,10010100101
underflows,10010100101,overflows,11010111000
overflows,11010111000,computation,00111111101
computation,00111111101,errors,01101010010
accumulate,00000011101,computation,00111111101
computation,00111111101,error,01101010011
error,01101010011,statistics,10111111111
statistics,10111111111,compare,00111100110
compare,00111100110,tolerances,10010011000
report,11100110111,tolerance,10010001000
tolerance,10010001000,conditions,00111010001
conditions,00111010001,monitor,11001010000
monitor,11001010000,processes,11111110011
processes,11111110011,shall,10101110100
shall,10101110100,periodically,11110000000
periodically,11110000000,upon,10011111110
upon,10011111110,request,11100010000
request,11100010000,check,00110010110
check,00110010110,pids,11110001011
pids,11110001011,assure,00011010100
assure,00011010100,started,10111110011
started,10111110011,tasks,10110011001
tasks,10110011001,alive,00001111111
alive,00001111111,running,10100010101
report,11100110111,missing,11001111110
missing,11001111110,stopped,10111101011
stopped,10111101011,defunct,00100101001
defunct,00100101001,damaged,00101100111
damaged,00101100111,processes,11111110011
processes,11111110011,monitor,11001010000
monitor,11001010000,processors,11111010000
processors,11111010000,shall,10101110100
shall,10101110100,periodically,11110000000
periodically,11110000000,upon,10011111110
upon,10011111110,request,11100010000
request,11100010000,check,00110010110
check,00110010110,backend,00011100100
backend,00011100100,physical,11110001010
physical,11110001010,processors,11111010000
processors,11111010000,assure,00011010100
assure,00011010100,needed,11011000000
needed,11011000000,processors,11111010000
processors,11111010000,alive,00001111111
alive,00001111111,responding,11100001101
report,11100110111,crashed,00101110011
crashed,00101110011,stopped,10111101011
stopped,10111101011,unresponsive,10011101010
unresponsive,10011101010,processors,11111010000
processors,11111010000,monitor,11001010000
monitor,11001010000,networks,11011000101
networks,11011000101,shall,10101110100
shall,10101110100,periodically,11110000000
periodically,11110000000,upon,10011111110
upon,10011111110,request,11100010000
request,11100010000,check,00110010110
check,00110010110,backend,00011100100
backend,00011100100,internal,01001011011
internal,01001011011,networks,11011000101
networks,11011000101,assure,00011010100
assure,00011010100,communication,00111100001
communication,00111100001,connections,00111011110
connections,00111011110,intact,01011000011
intact,01011000011,functioning,01110010110
report,11100110111,nonfunctioning,11011011001
nonfunctioning,11011011001,components,00111111110
components,00111111110,start,10111110001
start,10111110001,process,11111110110
process,11111110110,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,initiate,01011011000
initiate,01011011000,processing,11111110001
processing,11111110001,task,10110011011
task,10110011011,backend,00011100100
backend,00011100100,processor,11111110000
processor,11111110000,stop,10111101001
stop,10111101001,process,11111110110
process,11111110110,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,signal,10101010100
signal,10101010100,kill,01001100000
kill,01001100000,backend,00011100100
backend,00011100100,process,11111110110
process,11111110110,alter,00001110000
alter,00001110000,priority,11111111010
priority,11111111010,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,alter,00001110000
alter,00001110000,priority,11111111010
priority,11111111010,tasks,10110011001
tasks,10110011001,reboot,11101110010
reboot,11101110010,processor,11111110000
processor,11111110000,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,initiate,01011011000
initiate,01011011000,reboot,11101110010
reboot,11101110010,backend,00011100100
backend,00011100100,physical,11110001010
physical,11110001010,processor,11111110000
processor,11111110000,reboot,11101110010
reboot,11101110010,network,11011000111
network,11011000111,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,initiate,01011011000
initiate,01011011000,reboot,11101110010
reboot,11101110010,internal,01001011011
internal,01001011011,network,11011000111
network,11011000111,offload,11011111001
offload,11011111001,shall,10101110100
shall,10101110100,able,00000000011
able,00000000011,redistribute,11101100111
involve,01001110011,change,00110011011
change,00110011011,destination,00100011110
destination,00100011110,ip,01001110101
ip,01001110101,addresses,00000100101
addresses,00000100101,correlator,00101011111
correlator,00101011111,network,11011000111
network,11011000111,general,01110011100
general,01110011100,processes,11111110011
processes,11111110011,shall,10101110100
shall,10101110100,violate,10001000011
violate,10001000011,archive,00011000110
archive,00011000110,data,00101100011
data,00101100011,requirements,11100010101
processes,11111110011,shall,10101110100
shall,10101110100,reversible,10100001111
reversible,10100001111,raw,11101011010
raw,11101011010,unconverted,10010100100
unconverted,10010100100,input,01011001111
input,01011001111,always,00001010110
always,00001010110,recoverable,11101101101
recoverable,11101101101,output,11010101010
output,11010101010,data,00101100011
data,00101100011,construct,00111000100
construct,00111000100,specifications,10111001110
specifications,10111001110,req,11100110000
input,01011001111,data,00101100011
data,00101100011,queue,11101001111
queue,11101001111,memory,11000100010
memory,11000100010,buffer,00010010111
buffer,00010010111,lag,01000100100
lag,01000100100,frames,01110101011
data,00101100011,entry,01101110011
entry,01101110011,status,10111111110
status,10111111110,queue,11101001111
queue,11101001111,track,10010011100
track,10010011100,record,11101101011
record,11101101011,buffer,00010010111
lag,01000100100,frames,01110101011
frames,01110101011,contain,00111000010
contain,00111000010,information,01011011111
information,01011011111,necessary,11001000001
necessary,11001000001,properly,11111001000
properly,11111001000,assemble,00011001000
assemble,00011001000,complete,00111101001
complete,00111101001,lag,01000100100
lag,01000100100,sets,10101111101
sets,10101111101,output,11010101010
output,11010101010,data,00101100011
data,00101100011,queue,11101001111
queue,11101001111,memory,11000100010
memory,11000100010,buffer,00010010111
buffer,00010010111,plus,11110010001
plus,11110010001,backup,00011100111
backup,00011100111,disk,01100000101
disk,01100000101,storage,10111101010
storage,10111101010,processed,11111110010
processed,11111110010,spectra,10111001001
converted,00101001101,output,11010101010
output,11010101010,aips,00001111001
aips,00001111001,measurement,11000101001
measurement,11000101001,set,10101111111
set,10101111111,entities,01101110111
entities,01101110111,prior,11111111001
prior,11111111001,transfer,10010010011
transfer,10010010011,ee,01100101010
data,00101100011,entry,01101110011
entry,01101110011,status,10111111110
status,10111111110,queue,11101001111
queue,11101001111,track,10010011100
track,10010011100,record,11101101011
record,11101101011,buffer,00010010111
buffer,00010010111,processing,11111110001
processing,11111110001,parameters,11010110000
parameters,11010110000,names,11001001110
names,11001001110,positions,11110111100
positions,11110111100,sequence,10101101010
sequence,10101101010,adjustable,00000100110
adjustable,00000100110,parameters,11010110000
parameters,11010110000,fixed,01111101000
fixed,01111101000,user,10011110010
user,10011110010,selectable,10100100011
selectable,10100100011,processing,11111110001
processing,11111110001,pipeline,11110011001
pipeline,11110011001,applications,00001000101
applications,00001000101,processing,11111110001
processing,11111110001,flags,01111101010
flags,01111101010,table,10110010110
table,10110010110,flags,01111101010
flags,01111101010,needed,11011000000
needed,11011000000,identify,01010100111
identify,01010100111,various,10011001111
various,10011001111,internal,01001011011
internal,01001011011,conditions,00111010001
conditions,00111010001,relating,11100100101
relating,11100100101,error,01101010011
error,01101010011,response,11100001100
response,11100001100,processing,11111110001
processing,11111110001,state,10111110110
evla,01101011000,operations,11011100011
operations,11011100011,system,10110010001
system,10110010001,srs,10111011100
srs,10111011100,metadata,11001100111
metadata,11001100111,internally,01001011010
internally,01001011010,externally,01111001110
externally,01111001110,generated,01110011110
generated,01110011110,data,00101100011
data,00101100011,processed,11111110010
processed,11111110010,time,10010001101
time,10010001101,series,10101101001
series,10101101001,spectra,10111001001
spectra,10111001001,including,01011111101
including,01011111101,invalid,01001010001
invalid,01001010001,data,00101100011
data,00101100011,flags,01111101010
flags,01111101010,processes,11111110011
processes,11111110011,applied,00001000111
applied,00001000111,coordinates,00101001010
coordinates,00101001010,etc,01101010100
etc,01101010100,error,01101010011
error,01101010011,report,11100110111
report,11100110111,error,01101010011
error,01101010011,number,11011010011
number,11011010011,translatable,10010110000
translatable,10010110000,text,10110000001
text,10110000001,error,01101010011
error,01101010011,message,11001100001
message,11001100001,error,01101010011
error,01101010011,source,10111000011
source,10111000011,error,01101010011
error,01101010011,rates,11101011001
rates,11101011001,applicable,00001001100
applicable,00001001100,time,10010001101
time,10010001101,stamp,10111010110
stamp,10111010110,warning,10001001000
warning,10001001000,report,11100110111
report,11100110111,warning,10001001000
